index,text,class
1784,"The app’s fitness challenges are fun and engaging, but it doesn’t offer the ability to create custom challenges, which could limit its appeal for users looking to set personalized goals. Allowing users to create and share custom challenges would make it more flexible and motivating for a wider range of users.",truthful
1786,Made promo worse there's no count down just has 30:00 and when i exit the app the time (color ring) resets it's self is this a bug,truthful
1787,I really liked this until I realized that unfinished daily/repeating tasks get marked as done whether you complete them or not the next day. That makes it pretty useless for tracking tasks I need to do each week.,truthful
1788,"The app’s document scanner works well, but it doesn’t support scanning directly to cloud services.",truthful
1790,"I bought premium and now I can't login to the app using Facebook. (and I can't login any other way) I get this message: ""Login Failed: You can't use Facebook to log into this app or website because there's an issue with its implementation of Facebook Login.""",truthful
1791,"The app’s navigation is helpful for driving, but it doesn’t provide walking directions for cities.",truthful
1792,It's very easy to add tasks with its incredible Natural Language Processing.,truthful
1793,"The app’s audio quality is good, but it doesn’t support stereo sound.",truthful
1794,Please add option to sort by reminder time,truthful
1796,money wasting app,truthful
1798,"The hotel was clean, but the location wasn’t ideal.",truthful
1803,"It costs an arm and a leg, unfortunately",truthful
1805,"The app’s task scheduler is useful, but it doesn’t allow for syncing tasks across multiple devices.",truthful
1807,"I've only just started up, but this app has progressed so much since I last saw it! UI is really tidy and easy to use. It doesn't feel like everything is locked behind a paywall (though I plan to support). Tasks/rewards/etc. are easy to customize, so the game can be tailored to exactly what you need. I have ADHD, so an app that makes every task a fun/novel experience is fantastic. I'm hoping this becomes a well worn tool in my belt. Thanks to the devs for creating such a useful resource ❤",truthful
1808,"The app’s sleep tracker is useful, but it doesn’t offer bedtime reminders based on daily activity.",truthful
1809,Not bad,truthful
1811,"The app’s live chat support is helpful, but the wait times are too long.",truthful
1812,Great idea. Very slick. But when some appointments appear and some don't  when added correctly from inside the app with add events there is something wrong. Can see them on the calendar but not on the widget.,truthful
1813,"Great app but I would like to see ToDo's within ToDo's. I mean like, When u click a ToDo, it should open more sub-ToDo's. Then I surely give you 5 stars",truthful
1814,"The app’s task reminders work well, but they don’t offer location-based reminders.",truthful
1816,I tried out this app but decided not to go with it because it wasn't as intuitive as I like and might be missing some features. Imagine my annoyance to receive a reminder email this morning when I specifically turned off all notification settings. This app is probably great for people who like to be nagged. I don't. I like to be organized.,truthful
1817,"This app really helps me stay organized and keep track of what I have to do for school, because I am taking all AP classes, and have ADHD",truthful
1818,"The app’s task scheduler is useful, but it doesn’t support recurring tasks for daily activities.",truthful
1819,"Many of options are in upgrade mode, so i couldn't use them",truthful
1820,"The app’s video player is smooth, but it doesn’t allow for bookmarking specific scenes.",truthful
1822,"Great app. I don't even play video games but I love the set up of this application, the split into habits, dailies and tasks is perfect. The streaks and rewards are motivational, I like the capability to set reminders and being able to have a task list widget on my home page. I tried a couple other to do apps and none have kept me consistent besides this one.",truthful
1823,Reminders are not on time!,truthful
1824,"Really like it. Hope to see even more flexibility in the future, but as it is it is a great, simple, functional app and has been great for organizing our family's move-related tasks.",truthful
1825,"The app’s fitness tracker syncs well, but it doesn’t monitor hydration levels.",truthful
1826,I don't know why I can't seem to be able to adjust the hours correctly. when I updated the time to wake up at 7.30 am but the app keep displaying I'm to wake up at 6.30am...what's wrong? wasted my time keep trying to update it. This is good effort for developer to create this app but can pls fix all the issue...may seem minor but to me it's confusing and thus rendering it less useful. tq.,truthful
1829,"The video quality is good, but the app buffers too much on slow connections.",truthful
1830,"The app is helpful, but it could be improved in some areas.",truthful
1832,"The best App for building habits anyone can have for free is this, loved your efforts to think what is needed to the customers, highly recommend this to anyone who wanna stay motivated.",truthful
1833,"The app’s voice assistant works well, but it doesn’t support voice-activated reminders.",truthful
1834,Its useful,truthful
1835,"it would be nice if there are pre-set goals or task to choose from - while the app allow for a high level of customization, it's too much hassle to set it all up properly, not to mention balancing the reward from each task",truthful
1836,"The app’s photo backup system is reliable, but it doesn’t support scheduled backups.",truthful
1837,"My phone keeps blocking the apps action no matter what I do. It keep showing it was blocked, troubleshoot, and refresh background task.",truthful
1838,"The app’s sleep tracker accurately records the duration of sleep, but it lacks insights into sleep quality, such as deep sleep versus light sleep analysis. Providing more detailed insights into sleep patterns would make it more useful for users trying to improve their sleep habits and overall well-being.",truthful
1839,feelings disappointed bcs i paid for nothing. you should've let the premium user get at least 5 or more new trees. it was such a large amount of money just for a tree and some little feature.,truthful
1840,"The app’s weather tracker works well, but it doesn’t offer real-time lightning strike alerts.",truthful
1841,"The app’s recipe finder is useful, but it doesn’t allow for ingredient substitutions.",truthful
1842,"The app’s weather tracker is reliable, but it doesn’t offer real-time wind chill updates.",truthful
1843,"The real-time chat feature is good, but it doesn’t show read receipts.",truthful
1846,"The app supports dark mode, but it doesn’t adjust based on time of day.",truthful
1851,"The app works well, but the performance could be better.",truthful
1852,"The app’s weather tracker is helpful, but it doesn’t provide heat index warnings.",truthful
1853,No new it's repeated app,truthful
1854,"The app’s photo editor is useful, but it doesn’t offer cropping presets for social media.",truthful
1855,"The app’s task reminders work well for basic tasks, but it doesn’t support recurring tasks, which could be useful for users with regular daily or weekly routines.",truthful
1856,"The app’s task manager is useful, but it doesn’t offer recurring task options.",truthful
1857,Love it,truthful
1860,"Since last major update, rescheduling a task takes you to the day where it is scheduled, preventing you from quickly rescheduling all tasks on a given day. Productivity killer.",truthful
1862,"The service was good, but the delivery was delayed.",truthful
1863,"The app’s fitness tracker works well, but it doesn’t provide heart rate zone feedback during workouts.",truthful
1866,"The app’s task scheduler is useful, but it doesn’t allow users to link tasks to specific projects.",truthful
1867,It only give me 10 mins option. That's it,truthful
1868,IT IS AMAZING...ONE MUST TRY IT !!!❤☺👍,truthful
1869,good,truthful
1870,"The app’s fitness tracker logs exercises well, but it doesn’t allow for comparing progress over time.",truthful
1871,"The app’s task manager works well, but it doesn’t support categorizing tasks by urgency.",truthful
1872,i like the design,truthful
1874,"The app’s navigation system works well, but it doesn’t support lane guidance for busy intersections.",truthful
1875,"The app’s document scanner is fast, but it doesn’t allow for scanning to PDF.",truthful
1876,"The app’s navigation system provides accurate directions, but it doesn’t offer bike lane support.",truthful
1877,I really liked it at first but it keeps turning on the alarm for my events even though I pressed no alarm I don't know how many times :(,truthful
1878,The app doesn't really look like the screenshots. It's also quite outdated in design. If you don't mind paying for it then it gets the job done.,truthful
1879,"The app’s navigation system is reliable, but it doesn’t provide alternate routes for avoiding toll roads.",truthful
1880,"The app’s voice commands work, but they don’t allow for hands-free operation.",truthful
1881,The best 👌,truthful
1882,"The app’s document scanner is functional, but it doesn’t support multi-page document scanning.",truthful
1883,"with the new update, when you tap tasks or the eggs and hatching potions you have to close and reopen the app in order to get it to load. but otherwise the update is really cool",truthful
1884,"Firstly, thanks for your quick responses back. I appreciate it. Ok, so can you explain how to do it and where that is on the app? Because there's no tutorial for that part. When I click on the other tabs that show the month stats and graph there's nothing indicating that the old schedule has been saved in an independent track and a new track created.",truthful
1887,"The app’s sleep tracker is useful, but it doesn’t allow users to adjust wake-up times based on activity level.",truthful
1888,"The app’s sleep tracker logs sleep duration, but it doesn’t offer insights into sleep cycles.",truthful
1889,Loved this app but I prefer writing things down,truthful
1891,"Was great, but line breaks in 'notes' section is making unusable. Please fix immediately or I'll find another tool, which would be a shame :(",truthful
1892,"The app’s file converter works well, but it doesn’t handle large file sizes efficiently.",truthful
1893,Recurrent tasks don't work,truthful
1894,"The software is reliable, but it could be better optimized for newer devices.",truthful
1899,"I liked a lot about this app, but unfortunately, there is no feature to repeat tasks (hourly, daily, weekly, etc), which is kinda vital for me. Without it, I can't recommend this app. Much as I hate Todoist's subscription model, they seem to be the leader as of right now.",truthful
1900,Too complicated UI design. I just need a mindless tracker,truthful
1902,"The app supports voice memos, but the storage space is limited.",truthful
1904,"The app’s finance management is useful, but it doesn’t offer multi-currency support.",truthful
1906,Microsoft can do better🤔🤔,truthful
1907,"It’s a solid app, but it’s not as fast as I’d like.",truthful
1908,"The contact management tool is helpful, but importing contacts takes too long.",truthful
1910,"The app’s email client is functional, but it doesn’t support encrypted messages.",truthful
1911,"Hi Can you add secondary filter, like currently you provide filter option priority 1, priority 2 etc. When we r using a filtered view like ""View all"" then all task priority 1 (from different projects) gets lined up sequentially. Here if suppose 15 task have Priority 1, 30 have priority 2 then it is difficult to sort. Can you please add secondary priority filter like SP1, SP2, SP3, SP4 etc which we can assign to task and then u know we can see proper sorted view. Any timeline to add this feature?",truthful
1912,"The app’s task scheduler works well, but it doesn’t allow users to create task dependencies.",truthful
1913,I really love this app It's fantastic in many ways. I wish I could adjust the overdue settings as tasks are set as overdue too quickly for me :),truthful
1915,"The app’s budget tracker is good, but it doesn’t support automated financial reports.",truthful
1921,"The app’s media player is compatible with most file formats, but it doesn’t allow users to create custom playlists, which could be a drawback for users who want more control over their media libraries. Adding playlist creation and management would improve its overall utility.",truthful
1922,"The app’s document editor is functional, but it lacks collaboration tools.",truthful
1923,Micro transaction. I wish I could give 0 stars.,truthful
1925,"The app’s task manager is helpful, but it doesn’t let users assign tasks to specific dates.",truthful
1926,Bring back Cortana!,truthful
1928,👍,truthful
1929,"I'm surprised, this app actually works for me! It helped me procrastinate less, but I also realised it works only if I remind myself to check the app a lot. I recommend it for those who have really bad procrastination problems like myself. Even if the game style of this app isn't your thing, it's a great to-do-list app for habits, daily reminders and general to-do items. Only complaint is it's glitchy for me when I want to customise my avatar.",truthful
1930,"The app’s task scheduler works well, but it doesn’t allow users to create subtasks for projects.",truthful
1931,I am currently in the free trial period. I have been in constant contact with Tech Support as my calenders wont sync. Technology support have been wonderful but too difficult for me to sort out with the time differences. The app on the mobile is slow to update changes. I love the colours and writing but functionally it is a bit sluggish for the price. I am still considering continuing once the trial is over but not sure.,truthful
1933,"The VPN is secure, but it slows down the internet connection.",truthful
1936,"The app’s voice memo feature is clear, but it doesn’t support transcription into text.",truthful
1939,"I've been using it for a couple of years & it's worked well for me. I like being able to set reminders on tasks, something GTasks doesn't do by itself. I did spring for the paid version since i use it pretty heavily and to get the all-in-one widget. Worth it!",truthful
1940,This has been a pretty indispensable tool for me. It motivates me to do the tasks that sometimes I would really rather not do like put in eye drops or exercise. My personality requires checklists or I'll find excuses to skip doing things.,truthful
1941,"The app’s budget tracker is good, but it doesn’t allow for setting custom savings goals.",truthful
1943,"I love all the recent changes you have made - especially the ability to undo things in the history. Could you please add an option to manually reorder tasks? I would like to put mine in the order that I do them throughout the day, and none of your sorting allows that. Thanks! Update: it's been 22 months since you said you'd make drag and drop sorting an option. I see monthly updates but not the one feature that would make this app user friendly. Don't promise what you won't deliver.",truthful
1944,It seems your pro app for most android user has error: 600 when they use referral codes for friend invitation. I hope you fix it as soon as you can.,truthful
1945,"The app’s file-sharing feature is fast, but it doesn’t support end-to-end encryption for added security, which could be important for users sharing sensitive files.",truthful
1946,"The app’s budget tracker works well, but it doesn’t provide financial advice based on spending habits.",truthful
1949,"The time management feature is nice, but it doesn’t block distracting apps.",truthful
1950,"The app’s photo editing tools are helpful, but they don’t support advanced color correction.",truthful
1955,Good app. Easy input and navigation.,truthful
1956,"The app’s weather tracker works well, but it doesn’t provide severe storm warnings in real-time.",truthful
1958,The update is annoying. I want to add time on the list. But you just add time tag feature which make the time that i put not being displayed.,truthful
1959,"Very nice app, it takes a little amount of commitment only and the time flows easily and productively",truthful
1960,Nice app not complicated at all.Super easy to use.The perfect app is here .,truthful
1964,"The app’s budgeting tool is good, but it doesn’t track recurring expenses well.",truthful
1965,Perfecto,truthful
1966,Best app for to-dos. The highlight is Natural Language Processing.,truthful
1968,"The app’s navigation system is functional, but it doesn’t offer lane guidance for highway exits.",truthful
1970,"This is the worst app ever. My password was breached and my information may have been leaked to third parties. It won't let me delete my account or even change my password. You should be ashamed that you made an app that takes people's information like this, and then you don't have the courtesy to give them the option to delete their account. Literally the worst. Get yourselves sorted.",truthful
1971,Useful app,truthful
1978,Very handy app. Syncs well. Go big and subscribe!,truthful
1981,I liked the version before the update where it had blocks to show the event. That's the only reason why I downloaded it and now it got rid of it.,truthful
1983,There should be a dark mode instead of setting through a premium theme option,truthful
1984,On the free version. Very intuitive and has made a difference to my organisation. Thank you!,truthful
1985,"The app’s fitness tracker is functional, but it doesn’t provide personalized workout recommendations.",truthful
1986,The invite user feature is horrible. You can only do it through email as the text option doesn't work. I used to be able to select a user in the app and they would be notified in the app. I was a user of Wunderlist and this is a step backwards as far as I can tell.,truthful
1987,Didn't feel like a game,truthful
1988,Cost$$$$$$,truthful
1989,I liked it but once I got it I saw a had no need for it and I felt like I don't need it as much as others.,truthful
1990,I am not providing email addresses or google or Facebook accounts for a todo list,truthful
1991,"Great to-do list app with addicting premise, but can't remove glasses customization option once they're on. Please change this! I don't want my avatar to have glasses and can't remove them since the option doesn't appear to let me do so. Will change review to 5 stars once this is fixed",truthful
1992,"The app’s fitness tracker logs steps accurately, but it doesn’t provide a daily step goal suggestion.",truthful
1993,"The app’s weather tracker is accurate, but it doesn’t offer real-time wind speed updates.",truthful
1994,Why Do I have to sign In again even tho I did not even log out in the first place It is very Inconvenient for a to do list,truthful
1995,Every 2 days it erases my goal list and my reward list for several hours then my lists reappear later.,truthful
1996,Nice app,truthful
1998,"The app’s navigation system is functional, but it doesn’t offer live updates for traffic incidents.",truthful
1999,"The app’s fitness tracking is good for basic activities like running or cycling, but it doesn’t offer in-depth analytics for weight training or yoga. Adding support for more specialized workouts would make it more appealing to users with diverse fitness routines.",truthful
2000,"The app’s document editing tools are basic, but they don’t allow for collaboration in real time.",truthful
2001,As advertised very well organize... I don't use it as much as my boss... But he loves it... I'm sure I have much more future use for it...,truthful
2002,This App help me In my life,truthful
2007,"Love the app ... was able to download it to my iPhone. I went to download it to my Samsung tablet. BUT once I hit open, all I get is black screen. I uninstalled the app and reinstalled it several times and it still won't work",truthful
2010,"The app’s navigation system works well, but it doesn’t support route planning for multiple stops.",truthful
2012,"The app’s email client is good, but it doesn’t offer spam filtering options.",truthful
2013,"The app’s weather tracker is good, but it doesn’t offer heat advisory warnings.",truthful
2017,"The app’s audio recorder is useful, but it doesn’t support background recording.",truthful
2018,"The app’s weather tracker works well, but it doesn’t provide wind speed updates.",truthful
2019,"The app’s photo editing tools are great for quick adjustments, but it doesn’t allow for detailed editing like object removal.",truthful
2020,"The app’s fitness tracker works well, but it doesn’t offer suggestions for improving workout intensity.",truthful
2022,"The app’s fitness challenges are fun, but they don’t allow users to create custom goals.",truthful
2023,"The app’s fitness tracker is effective for logging basic exercises, but it doesn’t offer the option to create custom workout plans, which would help users personalize their fitness routines. Adding custom workout plans would make it more versatile.",truthful
2024,"The hotel was clean, but the amenities were lacking.",truthful
2027,"The app has good analytics, but the data export is cumbersome.",truthful
2028,Good list app. Simple to use.,truthful
2029,I wanted to use this apps independently of calendar. The apps is well done but it comes as a doublon of calendar and it become not useful for me.,truthful
2030,Having to pay to set a recurring task is ridiculous and essentially makes the app useless to anyone who doesn't want to pay so this essentially is not a free app.,truthful
2031,"The app’s budget tracker works well for expenses, but it doesn’t offer detailed spending breakdowns.",truthful
2032,"The app has a good photo enhancer, but it over-sharpens images.",truthful
2033,Nice,truthful
2034,this is very good,truthful
2035,"This was a great app but it hasn't been updated since 2018 and sadly it be can become unusable in an instant with no fixes in sight. I cannot recommend this app. I would try something similar maybe open sources, or with dev support",truthful
2036,"The app’s budget tracking is helpful, but it doesn’t provide spending insights based on trends.",truthful
2037,"It’s a good app, but the interface is hard to navigate.",truthful
2040,"At fırst it seems complicated, but after some days you will find it handy and usefull. It really organized my day. If I could invite my friends via different social media it would be great. In the mean time inviting them via email is the only choice.",truthful
2041,Agregar una opción para poner una nota general en una lista de tareas.,truthful
2042,"The app’s budget tracker works well, but it doesn’t offer financial summaries over long periods.",truthful
2043,"The app’s email client works well, but it doesn’t allow for custom folders.",truthful
2044,Great app and experience all the features are great.,truthful
2045,Great tool,truthful
2046,I would have given 5 stars but this application crashes a lot. Due to this we have to reinstall the app and all our achievements are lost. Kindly look into this.,truthful
2047,"The app’s navigation system provides accurate directions, but it doesn’t offer automatic rerouting for accidents.",truthful
2049,"The app’s budget tracker is helpful, but it doesn’t allow users to create custom spending categories.",truthful
2051,"Great. I would recommend the following features: - Skills. When you work on a task, you could select which skills you will be working on. - A timer: keep track of how long you spent working on a task, and consequently on the skills. This would allow a summary of how long the player spent on each skill. - (maybe?) Skill trees. Being able to create publix skill trees for a project/hobby/etc... would be a very nice feature too.",truthful
2055,Easy to use. No dramas. Very streamline for basic list use.,truthful
2056,"The app supports biometric login, but it sometimes fails to recognize fingerprints.",truthful
2057,I paid for this application on my iPad. Now I am asked to pay for it on my Android to get the same features? Why do I have to pay twice for the same app? I hope the developers respond to me.,truthful
2058,"I really like this app for my phone. My favorite part is the voice notification. It really helps with my kids homeschooling. I set the voice to tell them that its time for school and to sit at the table, then it plays a little song. I love this because now when they hear this they turnoff their morning cartoons, put their dishes in the sink, grab their notebooks then sit at the table. I love that I don't have to keep tell them to get to the table anymore. The only thing I would suggest is having the option to make my schedule on the computer too and be able to link the two devises. Like how google does with their calendar app. Other than that I really like this app.",truthful
2059,Just wonderdul app....I just love it...,truthful
2060,Can we have the option to create sub tasks under individual tasks without making a new list. Also i would like to see a notes feature. Finally POMO is only avsilable for 120min. What do i do to see how many hours i spent on a task like studying in a day?,truthful
2066,"Scam premium that bypasses GooglePlay, On the mobile app you can only buy 1 year of premium while on the website a monthly payment is possible. People buy the monthly more often and the developer listed it on its personal website only to bypass google fee, thus i need to link my card on their site too",truthful
2068,"Luar biasa, membantu dlm penjadualan pertemuan",truthful
2071,"Love the app. Especially the sound it gives off when you tick off a task. Only thing is that you can't thoroughly organise the tasks you have set. Other than that, I highly recommend.",truthful
2072,"The app’s document scanner is reliable, but it doesn’t support scanning directly to cloud storage.",truthful
2074,"The app’s budget planner is good, but it doesn’t provide tips for saving.",truthful
2076,"new update is full of bugs, pls do something",truthful
2077,"I love this app and has great potential , however it seriously flawed with sync issues and as such i cannot rely on it for my appointments or task due dates . Sometimes i create a task , then move it to another date time . When the sync happens the task disappeares from calendar and goes back to original date.",truthful
2078,"The app’s keyboard customization works, but it lacks support for gesture typing.",truthful
2080,"I don't know why they changed it, but I hate the fact that you can't type in the time anymore. You have to scroll, like you're on Wheel of Fortune or something. That is the biggest pain in the behind ever invented!!! I don't mind it if there's a option, but this doesn't appear to give you a choice anymore. Please change it back.",truthful
2081,"The app’s video player is good, but it doesn’t support automatic subtitle downloads.",truthful
2082,"It works fine, but it’s missing a few customization options.",truthful
2083,"It's a good start...I currently have a 1 month subscription. Needs more habit type features. Needs to track , display and keep a record of current and longest streaks. Repeat option needs much more options like; 1. A way to track a task that's done a certain number of times a day like 3 times a day. 2. Repeat week, should also have the option to have the task done a certain amount of days not just on specific days. 3. Achievements should have an option for completing consecutive days.",truthful
2084,Love this app,truthful
2086,"The app’s photo editor is helpful, but it doesn’t support color correction features.",truthful
2088,Very good App to track good habits,truthful
2090,"The app’s photo editor works well, but it doesn’t support RAW photo editing.",truthful
2091,"Useful, aesthetically pleasing and great motive to be productive #plantatree!",truthful
2092,Good app,truthful
2093,I was finally able to get this installed- yay! My husband also put it on his phone so we can share the grocery list and others. I've updated to 4 stars as it seems to be working now. Thanks! Can't get it to finish installing and I have plenty if room. Gets to 97% and then stops. I will revise my review if I ever get to try it!,truthful
2094,"The app’s email sorting works well, but it doesn’t group emails by priority.",truthful
2096,"The app’s photo gallery is easy to use, but it doesn’t support organizing photos by date automatically.",truthful
2097,"The app’s video player is smooth, but it doesn’t allow for adjusting playback speed.",truthful
2098,"The app supports multiple accounts, but switching between them is cumbersome.",truthful
2099,Great app! It helped me get my life together.,truthful
2100,"The app’s sleep tracker logs well, but it doesn’t sync with wearable devices.",truthful
2101,"The budgeting feature is helpful, but it doesn’t support multiple currencies.",truthful
2102,"The app’s document editor works well, but it doesn’t support adding images to text files.",truthful
2104,"The app’s fitness tracker logs steps well, but it doesn’t provide real-time coaching during workouts.",truthful
2105,"The app’s video player works well, but it doesn’t support buffering for slower networks.",truthful
2107,Full power app! Sometimes a task gets shuffled on its own. Otherwise amazing.,truthful
2108,stupid app with adds,truthful
2111,"The app’s notification system is reliable, but it lacks the ability to customize alert sounds.",truthful
2112,"The app’s email client works well, but it doesn’t allow for organizing emails into custom folders.",truthful
2113,"The app’s document scanner is functional, but it doesn’t support multi-language text recognition.",truthful
2114,"The product is okay, but the quality isn’t great.",truthful
2115,Doesn't sync with Google calendar. The one thing it's supposed to do and it failed.,truthful
2116,"The app’s time zone converter is helpful, but it doesn’t sync with calendar events.",truthful
2117,"The app’s budget tracker is reliable, but it doesn’t allow for setting financial goals based on income.",truthful
2118,This app has been life changing. Its perfect for people who are Strategic and motivated by growing as a person.,truthful
2121,"The app’s fitness challenges are fun, but it doesn’t allow for group participation.",truthful
2122,"It’s good for what I need, but it could use more frequent updates.",truthful
2124,"I really loved this app. But I'm not happy with new version at all. It was motivational for me to focus more, gain more coins and buy expensive trees. But now you have omitted all of the interesting species for free version and it is not enjoyable for me any more. I live in Iran so I can not purchase the pro version and I am pretty sure I'm not alone in this. I hope you find away to get back everything to normal cause I am definitly in love with this app.",truthful
2125,"The app’s navigation system works well for basic routes, but it lacks support for real-time traffic updates, which can lead to delays during peak travel times. Integrating live traffic data would make it much more effective for users who rely on it for daily commuting.",truthful
2126,"The app’s fitness tracker is helpful, but it doesn’t allow users to log meals or calorie intake.",truthful
2127,"The app’s financial tracking feature is useful, but it lacks budget categories.",truthful
2128,"The app is okay, but the premium features are not worth the price.",truthful
2129,"The app’s recipe manager is helpful, but it doesn’t allow for importing recipes from websites.",truthful
2130,Very easy to make new routines and activities if you want to organize your time a little better,truthful
2131,"The app’s fitness tracker logs activities, but it doesn’t support tracking for high-intensity interval training (HIIT).",truthful
2133,paid for the pro version but can't keep the changes I make to the settings.,truthful
2135,"It works well, but it’s missing some essential features.",truthful
2136,"Really Helpful, Simple and Feature Rich",truthful
2138,"Task repeat options are garbage. For basic things it's ok, but don't expect more than that.",truthful
2139,After updating ..the app is crashing ..its not working,truthful
2141,Is quite expensive,truthful
2142,I like the app but the user interface could be polished. The seems slightly delayed. A new look would be nice but over all a helpful app! Would still recommend,truthful
2143,This app is so helpful in my day to day life!,truthful
2147,Require notification and messaging features in the app,truthful
2149,I want to cancel the subscription.,truthful
2152,"After you figure out how to best organize yourself, it's extremely satisfying to check off items from your lists. The only thing I do not like us that you can't simply delete lists.",truthful
2156,"The app’s cloud storage is useful, but it doesn’t offer much free storage space.",truthful
2157,"The app’s calendar scheduling works, but it doesn’t support group event invitations.",truthful
2158,"The app’s weather tracker works well, but it doesn’t offer heat advisory warnings.",truthful
2159,The best,truthful
2160,"The app’s weather tracker is good, but it doesn’t provide air quality updates.",truthful
2162,"The app’s sleep tracker works well, but it doesn’t provide insights into improving sleep patterns.",truthful
2164,"I've tried quite a few rpg-like to-do list apps and I must say this one is the only one that I find genuinely enjoyable, and actually kinda feels like a game. You can tell a lot of effort was put into the aesthetic, everything is very easy to access and is pleasing to the eye. Although I think there should be a way to uncheck to-do's. I keep accidentally clicking on them in the widget and remaking them every time is starting to get annoying.",truthful
2165,"The app’s weather tracker is accurate, but it doesn’t provide historical weather data.",truthful
2166,"The app’s fitness tracker monitors steps, but it doesn’t track calories burned during workouts.",truthful
2167,"The app’s navigation system works well for driving directions, but it doesn’t offer offline maps.",truthful
2169,"The app’s navigation system is good, but it doesn’t allow users to add multiple stops along a route.",truthful
2170,"The app’s photo backup is reliable, but it doesn’t allow for automatic syncing across devices.",truthful
2171,"The app’s navigation system is helpful, but it doesn’t allow for voice-activated directions.",truthful
2175,It's really good app... I have been using it for few days... Really helpful... Just one thing... When I add a new task it shows up on the top of existing tasks... Can I change the settings so that it will appear at the bottom? That's why given 4 stars...,truthful
2176,"The app’s notification system sends reminders, but it doesn’t allow for recurring alerts.",truthful
2178,"The app’s navigation is accurate, but it doesn’t allow users to save routes for offline use.",truthful
2183,Really enjoying using this planner and now my lists and tasks can repeat it is slowly replacing my old calendar and to-do apps altogether.,truthful
2187,"*Update* 11/02/20 USE AT YOUR OWN RISK! As expected, no contact from developers. App has not been updated since 2018. This app was great for a month until it kept freezing my phone. A de/reinstall has now lost all my data and looking at other users with this issue, it looks like it is lost forever because of the sync function never working and no contact from developers. Very upset and disappointed.",truthful
2188,"The app’s document editor is functional, but it doesn’t support formatting documents with tables.",truthful
2189,"The app’s weather tracker provides accurate updates, but it doesn’t offer weather history for specific dates.",truthful
2190,Good,truthful
2191,"Great app for those who need extra motivation This is just my idea, but why don't add timed to-do (in image of monsters or something) that will reduce the health of the protagonist (or any negative effects) if they did not finish it on time It may as well push the user to work immediately later than procrastinate, I think I got more ideas but will be too long to write here, so... Anyway, nice app, cool app",truthful
2192,"So far so good,it works just fine!",truthful
2193,"The app’s photo editor is good, but it doesn’t support object removal from images.",truthful
2194,"The app’s weather tracker is good, but it doesn’t offer hurricane or tornado tracking.",truthful
2196,"latest update has not fixes bugs that occur every day.frustrating to use.sometimes it won't save,will just have a loading loop.Some basic things are not customizable like the calendar starting on Monday or the date format ,doesn't keep track of activity data correctly . Please focus on getting the app to work instead of focusing on superficial appearance! was thinking of paying for a subscription but what's the point if the money will not go towards making the app usable & less temperamental?",truthful
2197,nice app,truthful
2199,"This is the best, most customizable, app around. I appreciate the dev for being on top of responding to feedback and such. The app has grown over the years, and it keeps getting better and better with quality of life changes. It's actually spoiled me from installing other similar style apps again simply because I can just make everything to my taste all in one app. It really makes keeping a schedule feel like less of a chore, and for a gamer like me, that's golden. Real life questing is fun!",truthful
2200,"The app’s video conferencing feature works well for meetings, but it doesn’t support screen sharing, which could improve collaboration for users working remotely. Adding this feature would enhance its appeal for business users.",truthful
2203,simple gui for the user,truthful
2204,This app seemed very interesting until I got into the app and at the very start of it it made itself very clear that this app is geared towards women. The avatar customization part all the hair and accessories were for women. App seemed cool but unwelcoming for guys.,truthful
2205,"The app’s email client is efficient, but it doesn’t offer two-factor authentication.",truthful
2206,Works for me,truthful
2207,The best way to help a nerd getting h*s tasks done! I use it everyday.,truthful
2209,"The app’s budget tracker works well, but it doesn’t support syncing with bank accounts.",truthful
2210,"The app’s budget tracker is helpful, but it doesn’t provide financial goals based on spending habits.",truthful
2211,"The app’s drag-and-drop functionality works, but it’s not responsive on all devices.",truthful
2215,"It’s a good app, but it could be more responsive.",truthful
2217,Very nice app must try,truthful
2221,"The app’s document scanning is quick, but it doesn’t support multi-page documents.",truthful
2222,"The app’s voice search works well, but it doesn’t support multi-step queries.",truthful
2223,"The screen sharing tool works, but it doesn’t support full-screen mode.",truthful
2224,"The app’s file-sharing feature is fast, but it doesn’t offer password protection for shared files.",truthful
2225,This is the perfect calendar app! And its gorgeous to boot!,truthful
2229,"I tried downloading this app to see how it was cause I have been trying some Microsoft apps and discovered they aren't bad, but one problem I have with it is that the first button I see should be for task not list cause it is confusing. I hope you'll fix it.",truthful
2231,Decent app,truthful
2233,"The app is good, but the ads are very annoying.",truthful
2234,"The app’s document editor is good for basic text editing, but it doesn’t offer advanced formatting options like inserting tables or images.",truthful
2238,"The app’s contact management is useful, but it doesn’t automatically merge duplicate contacts.",truthful
2239,"Absolutely terrible. Most unless app I have downloaded, to date.",truthful
2240,"The app’s photo editor is useful, but it doesn’t offer automatic red-eye correction.",truthful
2241,"The app works, but it needs more features to be competitive.",truthful
2242,"Interesting concept, but the reward tiers are way too steep for beginners. You have to be using this app either constantly, or for a long time, in order to gain decent ""rewards."" Uninstalling, it's just taking up space on my phone at this point and I'm not really motivated to use it.",truthful
2244,"The app’s task scheduler is helpful for organizing tasks, but it doesn’t allow for setting recurring reminders.",truthful
2245,"None of the reminders work, notifications turned, only when do I open the app do I get reminded of my activities",truthful
2248,I wish I could control the reminders for my tasks more. Like the volume or what noise it makes. Other that that the app is great for keeping track of things that need to be done.,truthful
