category,polarity,class,text
Pet_Supplies_5,negative,deceptive,Not worth the cost.  We have 3 dogs and they all love it!  I have one
Pet_Supplies_5,negative,deceptive,"Destroyed in 10 minutes. Also, it's a very thin plastic."
Pet_Supplies_5,negative,deceptive,Pepper likes it. Sometimes she doesn't like the taste. I will keep this for a few
Pet_Supplies_5,negative,deceptive,"He sort of likes it, but it's not very comfortable for him."
Pet_Supplies_5,negative,deceptive,"Medium size too small for my puppy, but she loves it.  I have a large one."
Pet_Supplies_5,negative,deceptive,Did not work on my dog. The only reason I gave it 4 stars is because the one we
Pet_Supplies_5,negative,deceptive,"Seems to be helping some of my cats with their teeth.  Also, my cats are pretty"
Pet_Supplies_5,negative,deceptive,"my shepherd/retriever doesn't really like this toy, she's just too lazy to play"
Pet_Supplies_5,negative,deceptive,"Worked some of the time, but the quality is good.

The only reason I'm"
Pet_Supplies_5,negative,deceptive,"my chinchilla doesn't like it, but it's a good size for a small dog."
Pet_Supplies_5,negative,deceptive,"my cat didn't use it, but I thought it would be a nice addition to the litter box"
Pet_Supplies_5,negative,deceptive,Very cheap product and will last a long time.Very good quality. My dog loves this treat.
Pet_Supplies_5,negative,deceptive,"One dog loves it; one doesn't.  It is a little heavy for him, but he"
Pet_Supplies_5,negative,deceptive,Poor quality. Not sturdy. Awkward.Cats love it. I will keep it for a
Pet_Supplies_5,negative,deceptive,"Wast of money, didn't hang on to the leash, and I didn't need it."
Pet_Supplies_5,negative,deceptive,this product is a product that has been proven to work for our puppy! He loves this and we
Pet_Supplies_5,negative,deceptive,did not like them as much as the regular ones. I will not buy these again.
Pet_Supplies_5,negative,deceptive,Snails..... but otherwise looks nice and has the design of a good collar.My dog loves this
Pet_Supplies_5,negative,deceptive,The squeaker in this ball is a little too long. I will keep this for the next one
Pet_Supplies_5,negative,deceptive,The ends of this get ripped off and the dogs try to jump on it. I have one dog
Pet_Supplies_5,negative,deceptive,"Well made but definitely not what I expected.  Not sure if it's just the sizing, but"
Pet_Supplies_5,negative,deceptive,I used this product for a month and the dogs seemed to like it more than the other one.
Pet_Supplies_5,negative,deceptive,"Not good for professional use. Not an easy to use product.

If you have a dog"
Pet_Supplies_5,negative,deceptive,"These did not work out for me, as the instructions said it would only work for a couple of"
Pet_Supplies_5,negative,deceptive,My dogs really don't like this. The only reason I gave it 4 stars is because the one
Pet_Supplies_5,negative,deceptive,Cat did not like it.  The only reason I gave it 4 stars is because the one we
Pet_Supplies_5,negative,deceptive,Breaks and is unstable cats eat it and the dogs love it.  I have a large one
Pet_Supplies_5,negative,deceptive,has odd gummy feeling to it. The only problem is that it's kind of hard to put
Pet_Supplies_5,negative,deceptive,My 9 lb. Dachshund had a hard time with the harness but after a few weeks
Pet_Supplies_5,negative,deceptive,It sprouted. Didn't grow much.Cats love it. I will keep it for the
Pet_Supplies_5,negative,deceptive,"Tried these to deter ferret ticks. The only problem is that they are tiny, and the"
Pet_Supplies_5,negative,deceptive,Motor burned out even though it was kept on the stove for a few days. I was pretty disappointed
Pet_Supplies_5,negative,deceptive,My little guys loved these treats. The only problem is that they are kind of hard to find.
Pet_Supplies_5,negative,deceptive,My dog chewed pieces of this toy and the pieces were too small.
Pet_Supplies_5,negative,deceptive,This could be used as a training tool.  I've tried it for my dog and he doesn
Pet_Supplies_5,negative,deceptive,"My puppy won't touch these, but I thought they would be a nice treat for the treat-"
Pet_Supplies_5,negative,deceptive,I'ts great the first day. she has the pooch in her cage.
Pet_Supplies_5,negative,deceptive,"Dogs, who love toys won't eat it, and the dogs don't love it."
Pet_Supplies_5,negative,deceptive,"sad to say, this didn't last a long time.  I will say that my cats"
Pet_Supplies_5,negative,deceptive,This is the second Drinkwell fountain I have bought and it is a nice fountain for the price.
Pet_Supplies_5,negative,deceptive,"My Betta didn't like it.  She kept scratching on it for a while, but then"
Pet_Supplies_5,negative,deceptive,"""MINIMAL"" Attractactant, IF ANY... (Cats are very picky"
Pet_Supplies_5,negative,deceptive,Rope was off in about a week and the dogs seemed to be enjoying it.
Pet_Supplies_5,negative,deceptive,Dog chewed right thru the plastic ones and the dogs love them.  These are the only ones
Pet_Supplies_5,negative,deceptive,Didn't really notice any difference in my dog's coat. I will keep this for the next
Pet_Supplies_5,negative,deceptive,Box was dusty on the floor. The only reason I gave it 4 stars is because the one we
Pet_Supplies_5,negative,deceptive,It does not stop our dog from barking at the door.  She also loves the squeaker.
Pet_Supplies_5,negative,deceptive,Overrated and a waste of money. The only reason I gave it 4 stars is because I just
Pet_Supplies_5,negative,deceptive,My order was for 2 of these and the dogs love them.  They have a strong smell.
Pet_Supplies_5,negative,deceptive,Not very comfortable.  Lumpy.  Does not come off.  My puppy is a small
Pet_Supplies_5,negative,deceptive,Good value but nothing compares to what you get at a good price.My dog loves this treat.
Pet_Supplies_5,negative,deceptive,Dogs ripped it apart in seconds. The only reason I gave it 4 stars is because the one
Pet_Supplies_5,negative,deceptive,"My cat is crazy, didn't know what to do with it but it's my cat's favorite"
Pet_Supplies_5,negative,deceptive,Not for a power chewer.  She doesn't like it but it's not a chore.
Pet_Supplies_5,negative,deceptive,I put a few in the back and let them rest for a while before using the vacuum. 
Pet_Supplies_5,negative,deceptive,"My little boy doesn't care for it, but it is good enough.My dog loves this treat"
Pet_Supplies_5,negative,deceptive,it works like it should.  The only problem is that it's kind of hard to put on
Pet_Supplies_5,negative,deceptive,"Not as much product in the stores as the regular ones.

The only reason I gave it"
Pet_Supplies_5,negative,deceptive,"It's ok, but didn't fit my puppy, she's a small dog."
Pet_Supplies_5,negative,deceptive,They snag easley. Zipper helps to keep the food in the dish.Nice harness for my
Pet_Supplies_5,negative,deceptive,Size was way off. I had to add an extra layer of fabric to make it fit. 
Pet_Supplies_5,negative,deceptive,The box was busted open and the whole thing was in the trash.  The cage was pretty broken
Pet_Supplies_5,negative,deceptive,"I was hoping for a better quality, healthier food. I will keep feeding my cats this and they"
Pet_Supplies_5,negative,deceptive,Half of the valve were broken. The only reason I gave it 4 stars is because the one we
Pet_Supplies_5,negative,deceptive,Did nothing for my cat. She didn't even try to jump on it.
Pet_Supplies_5,negative,deceptive,Last year it worked.  We have 3 dogs and they all love it!  I have one
Pet_Supplies_5,negative,deceptive,Great concept but the dogs are not impressed with it. I will not buy it again.
Pet_Supplies_5,negative,deceptive,Having this out of the box it is a very comfortable collar.  My dog loves to play with
Pet_Supplies_5,negative,deceptive,Not very user friendly...barely any smell. The only problem is that it's kind of hard
Pet_Supplies_5,negative,deceptive,"Hard to switch on anf time will be fine, but I will keep my lab cage as it"
Pet_Supplies_5,negative,deceptive,I wish it had a little more room for the litter box.  If you have a larger litter
Pet_Supplies_5,negative,deceptive,"So hard my kitten couldn't eat it, she'd try to chew on it, I guess she"
Pet_Supplies_5,negative,deceptive,"She likes the size smaller/small ones, but the instructions are a little misleading."
Pet_Supplies_5,negative,deceptive,I have 5 cats and this has been an important part of their lives.  I have one cat
Pet_Supplies_5,negative,deceptive,"Order for Christmas, and she looks forward to it!  I will keep this for the Christmas season"
Pet_Supplies_5,negative,deceptive,"I would label this ""small"" and say it's too small for a puppy, but I'm"
Pet_Supplies_5,negative,deceptive,It is okay but not what I expected.  Not good enough.My dog loves this treat.
Pet_Supplies_5,negative,deceptive,"if you want a tiny little more, you can try this one.

The only downside is"
Pet_Supplies_5,negative,deceptive,My 2 dogs ate these treats. The only problem is that they are kind of hard to find.
Pet_Supplies_5,negative,deceptive,My dog did not like it. The only reason I gave it 4 stars is because the one we
Pet_Supplies_5,negative,deceptive,"This play cube does not last very long.  The squeaker comes off easily, but the sque"
Pet_Supplies_5,negative,deceptive,Broke off and both dogs go crazy for the taste. I will keep this for the next couple
Pet_Supplies_5,negative,deceptive,Very disappointed. This thing is a little too big for my dog.
Pet_Supplies_5,negative,deceptive,"Cat food doesn't refill, gets stuck in the food bowl. I will not buy this again."
Pet_Supplies_5,negative,deceptive,"This product is too expensive, and it doesn't work. I will not buy it again."
Pet_Supplies_5,negative,deceptive,He liked them and they are a great quality.Very good quality.My dog loves this treat.
Pet_Supplies_5,negative,deceptive,Not really sure if my dog will eat the food. I will keep feeding him the food he needs
Pet_Supplies_5,negative,deceptive,"Cats didn't like it, admittedly, but the fact that it was a lot cheaper than the"
Pet_Supplies_5,negative,deceptive,"I just can't get it to go away.  I've tried other brands, but this one"
Pet_Supplies_5,negative,deceptive,My beagle turned head and saw me and started running. I saw her turn her head and he
Pet_Supplies_5,negative,deceptive,A lot bigger of a deal than the regular one. I will keep this for the next couple of
Pet_Supplies_5,negative,deceptive,"The light is too pale, and it doesn't look like it will work for my 40 pound dog"
Pet_Supplies_5,negative,deceptive,These fit some dog food cans. The only problem is that it's kind of hard to find.
Pet_Supplies_5,negative,deceptive,"If your small dog has a sensitive stomach, this is a great product for him!Very nice."
Pet_Supplies_5,negative,deceptive,"Product overheated in the first few days, and the instructions say it's for a small tank, but"
Pet_Supplies_5,negative,deceptive,did not work on my dog. The only reason I gave it 4 stars is because the one we bought
Pet_Supplies_5,negative,deceptive,"I'm sure these work well, but it's not as comfortable for my puppy as it would be for"
Pet_Supplies_5,negative,deceptive,love the fit and my dog has been fine.  I will keep this for the next couple of months
Pet_Supplies_5,negative,deceptive,My three ferrets didn't care for it at all.  I will keep this for the next couple
Pet_Supplies_5,negative,deceptive,Kind of small for lounging on. The only problem is that it's kind of hard to put
Pet_Supplies_5,negative,deceptive,"These are good quality perches, and the quality is good too.  These are the only ones we have"
Pet_Supplies_5,negative,deceptive,Works as expected but my dog has been having a hard time getting her hair done. I ordered the other two
Pet_Supplies_5,negative,deceptive,"Slow to act, but it doesn't seem to bother him.

The only reason I gave it 4"
Pet_Supplies_5,negative,deceptive,It is not reliable nor safe. The only reason I gave it 4 stars is because the one we bought from
Pet_Supplies_5,negative,deceptive,"Did not relieve my dog's diarrhea, she'd try it.  This is the only one I've found"
Pet_Supplies_5,negative,deceptive,I believe my cats like this food and the taste is good.  My only complaint is the ingredients. 
Pet_Supplies_5,negative,deceptive,for $ 6 dollars I would have given it 5 stars but it's my 2nd order and they're so
Pet_Supplies_5,negative,deceptive,Great in theory but when it comes to the materials it is a lot thinner than I expected.
Pet_Supplies_5,negative,deceptive,I ordered the wrong item.  I had an inch in the middle and my dog would go crazy. 
Pet_Supplies_5,negative,deceptive,I bought these for my dog.  She loves them.  She also loves the smell of the other two.
Pet_Supplies_5,negative,deceptive,They do the job but it takes a lot of effort for them to make a dent in the skin.
Pet_Supplies_5,negative,deceptive,It was expensive even on Amazon. The shipping was fast and it was free. I was just disappointed.
Pet_Supplies_5,negative,deceptive,Too big for my tree.  She's a very picky eater.  So I'm not sure she'll
Pet_Supplies_5,negative,deceptive,Did nothing to prevent algae growth. The only problem is that it's kind of hard to find.
Pet_Supplies_5,negative,deceptive,Wanted the bubonic chronic of this. The only problem is that it's kind of hard to put the suction
Pet_Supplies_5,negative,deceptive,"To small my cat won't eat it, but she loves it. I have a large one."
Pet_Supplies_5,negative,deceptive,Terrible stuff!  sticks to the bones and the dogs love it.  I have a large dog and she loves
Pet_Supplies_5,negative,deceptive,These did not last very long. The only reason I gave it 4 stars is because the one we bought from the vet
Pet_Supplies_5,negative,deceptive,My dogs love these treats!  They are the best!  My dogs love them!Very nice.
Pet_Supplies_5,negative,deceptive,"This product was very dry. I had to re-filter it once, and the odor stayed."
Pet_Supplies_5,negative,deceptive,Frontline works well for my dog. The only problem is that it's kind of hard to put the collar on. 
Pet_Supplies_5,negative,deceptive,"This is good quality toy, has the design and design of a puppy that is a puppy and we have two."
Pet_Supplies_5,negative,deceptive,Supposedly great as a chew toy. The only problem is that it's kind of hard to put together.
Pet_Supplies_5,negative,deceptive,This stuff does not work.  I have an 80 pound lab mix and this is the only one he will eat. 
Pet_Supplies_5,negative,deceptive,Did nothing. Still combing huge hay. The only problem is that it's kind of hard to find.
Pet_Supplies_5,negative,deceptive,"Although these are in a small size, they are comfortable for a puppy who is a strong chewer."
Pet_Supplies_5,negative,deceptive,Product is good and great quality. The only problem is that it comes with a small piece of cardboard. If you want to
Pet_Supplies_5,negative,deceptive,Durable and holds water until it has been filtered out. I will definitely be buying this again. Great product.
Pet_Supplies_5,negative,deceptive,My dog destroyed the rope and broke the pieces off. I will not buy this again.My dog is so small that I am
Pet_Supplies_5,negative,deceptive,Had to order two because of the size.  The two inch fits my 2 year old one.I bought this for a friend
Pet_Supplies_5,negative,deceptive,Ok for the price. My dog has been eating it for two months now and it's been helping her.
Pet_Supplies_5,negative,deceptive,"My small yorkie did not like it, she would try to jump on it, I would throw it up and she would"
Pet_Supplies_5,negative,deceptive,Did not really help my dog. The only thing I did it did was give the dog a little bit of extra food and I
Pet_Supplies_5,negative,deceptive,Not really happy with it. I have a very picky dog and this is the only one he will eat.
Pet_Supplies_5,negative,deceptive,It works.. but the handle doesn't work as well. I will not buy this again.My dog is so small that it
Pet_Supplies_5,negative,deceptive,My shih tzu loves this toy. The only problem is that it's kind of hard to put together.
Pet_Supplies_5,negative,deceptive,Got this at the beginning of the day.  We've had it for a couple of weeks now and it's working great. 
Pet_Supplies_5,negative,deceptive,"My cats don't show any interest in the food, which is a shame because my cats are pretty picky and won't eat anything"
Pet_Supplies_5,negative,deceptive,This package in only one piece. The pieces are just too large. My dog loves this one.I bought this for a friend who
Pet_Supplies_5,negative,deceptive,"These clippers clip well, but the ones I bought were a bit thin.

The Clipper is a very sturdy clipper."
Pet_Supplies_5,negative,deceptive,Plastic clasp snapped into pieces and broke within an hour. I will not be buying this again. Great product. Great price.
Pet_Supplies_5,negative,deceptive,Never heard back. I sent it back and the box was empty. I have a large dog and she loves it.
Pet_Supplies_5,negative,deceptive,"This toy is sewn together and has the pieces of a small piece of cardboard wrapped around the edge.

I had to cut a"
Pet_Supplies_5,negative,deceptive,My cat won't scratch on it. The only problem is that it's kind of hard to put on. If you want to get your
Pet_Supplies_5,negative,deceptive,Didn't stop the pups from chewing on the pieces.  I will keep my lab in the house.I bought this for a friend
Pet_Supplies_5,negative,deceptive,"Cute color, but Thin material, and it doesn't feel comfortable for my puppy to walk on.  It is so small that it's"
Pet_Supplies_5,negative,deceptive,"The sizing on this harness is a little too big for my 29 lb dog, but I'm glad she's not a huge chewer. "
Pet_Supplies_5,negative,deceptive,"The collar is great, but it has the design flaw. I will not be buying this collar again.I bought this for a friend who has a"
Pet_Supplies_5,negative,deceptive,"It did not work at all. The only problem is that it did not work at all. The other two I had it for, both of which"
Pet_Supplies_5,negative,deceptive,I ordered two and only one of them came out. I will not be buying the other one.I bought this for a friend's cat and she
Pet_Supplies_5,negative,deceptive,"It technically fits the small, but the medium is just too big.

The sizing chart is a bit misleading. The size of the collar is"
Pet_Supplies_5,negative,deceptive,My pets loved it. they would eat it and play with it for a while. the cats were just starting to get used to it.
Pet_Supplies_5,negative,deceptive,"Nice looking, but my cats are not impressed with it. I will keep this for the next couple of months.My dogs love this food. "
Pet_Supplies_5,negative,deceptive,way to flimsy. It bends and has a wide opening. I will not be buying this again. Great product. Great price.
Pet_Supplies_5,negative,deceptive,"I have a 5 pound male lab and a 10 pound female lab. Both have a strong tendency to get stuck in the dishwasher, which is why"
Pet_Supplies_5,negative,deceptive,Outer packaging was fine but the ones I bought were a bit large. The only downside is that the top is a bit narrow.
Pet_Supplies_5,negative,deceptive,"It says that it is a stretchy plastic, which is a nice bonus. I have one cat that loves to chew and I am happy to say that"
Pet_Supplies_5,negative,deceptive,I ordered a large expecting it to be a little bigger but it fits my little guy perfectly and he is so small. The bed is solid and is easy
Pet_Supplies_5,negative,deceptive,I liked them but horses are not the only ones. I will keep them for the next couple of years. Great price and I will buy again.
Pet_Supplies_5,negative,deceptive,Not impressed. The bitter taste is not the only one. I will not buy this again.My dog is so small that I am not able to get her
Pet_Supplies_5,negative,deceptive,"Bought for cloudy 55 gal. tank and the light bulb is a nice light. I have one tank and two extra. The tank is a bit small,"
Pet_Supplies_5,negative,deceptive,Worked fine until it fell apart. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also hard to
Pet_Supplies_5,negative,deceptive,This is just okay. My dog has been eating it for two months now and it's been helping her.  I had to replace the bowls with different brands
Pet_Supplies_5,negative,deceptive,"My Scotties loved this product, and it was the only one I could find that didn't have the extra suction cup. The plastic part is also very light"
Pet_Supplies_5,negative,deceptive,Bought two and returned two.  I have a very picky dog and this is the only one he will eat.  The only thing I can say is
Pet_Supplies_5,negative,deceptive,"My puppy loves it, but it has the side door latch that pops open when he's been outside.

I had to replace the door since the dog was"
Pet_Supplies_5,negative,deceptive,This seems like a fine product. The only problem is that it's kind of hard to put on. If you want to get your cat to get the harness off
Pet_Supplies_5,negative,deceptive,Two Goldendoodles devoured them in a matter of minutes.  I will keep my lab in the house.I bought this for a friend who has a
Pet_Supplies_5,negative,deceptive,"seemed stale compared to the other flavors, but the dogs loved it.My dog loves this treat.I bought this for a friend who has a small dog and"
Pet_Supplies_5,negative,deceptive,"Cheap looking, looks like plastic, and the pieces are just too small.

The only downside is that it's very hard to get out and then put"
Pet_Supplies_5,negative,deceptive,"Have tried various products in the past, the only one I will say that really works is the extra suction cup. The suction cups are designed to be a bit"
Pet_Supplies_5,negative,deceptive,"Like other scoops, you can't go wrong with this one. It's sturdy, well made, and doesn't clump. The plastic part is also very light"
Pet_Supplies_5,negative,deceptive,I wish this was smaller.  I have a long haired dog and this is the only one he is comfortable in.  I am not sure how the harness worked
Pet_Supplies_5,negative,deceptive,"Will not do anything for my puppy, she's a small dog and my lab loves to scratch.I bought this for a friend who has a small dog and she had a"
Pet_Supplies_5,negative,deceptive,"Looks better in the picture, but the design isn't too strong. The only downside is that it's very hard to put on and get off."
Pet_Supplies_5,negative,deceptive,"Not the best filter in the world, but it is good enough.My dog loves this treat.I bought this for a friend who has a small dog and she had a"
Pet_Supplies_5,negative,deceptive,This does not keep fleas from getting inside the box. I will not buy this again.My dog is so small that it's a pain to get her out of the
Pet_Supplies_5,negative,deceptive,"For the first 4 months, it was fine, but after a couple months, the odor got worse.  I had to replace the filter and then the plastic part. "
Pet_Supplies_5,negative,deceptive,These fit the cat food dispenser well.  The two large bowls are just the right size.  The top bowl is the most solid and is the only one I have
Pet_Supplies_5,negative,deceptive,"It started off well, but then it started to get a little cold.  I got this one to get my extra warm weather.  I took it to a shelter and"
Pet_Supplies_5,negative,deceptive,"Awful! Tried them on my dog and the quality is great.

The only reason I gave it 4 stars is that the plastic part is very small, and"
Pet_Supplies_5,negative,deceptive,The dogs are not so happy with the quality of these treats.  They have a strong tendency to get stuck in the dish.  I have tried the Toothed Rabbit and
Pet_Supplies_5,negative,deceptive,"While this unit seems sturdy, it is a little pricey but it works for my small dog and he is so happy. The plastic parts are also very easy to clean."
Pet_Supplies_5,negative,deceptive,"Just received this harness and it has been a very comfortable fit.  My dog loves to go to the bathroom and the leash is a bit too loose for her, so it is"
Pet_Supplies_5,negative,deceptive,"I have a female golden, and she is an aggressive chewer.  This is the only one I will feed her.  I will also give her the Tylenol"
Pet_Supplies_5,negative,deceptive,Not as loud as I expected. The only problem is that it's kind of hard to put the collar on. The front part is also hard to put on.
Pet_Supplies_5,negative,deceptive,"My rabbits don't like this, it's just too big for them.My lab loves this treat.I bought this for a friend's cat and she is a huge fan of"
Pet_Supplies_5,negative,deceptive,"This product works well, but it takes a long time to set up. My dog loves to throw it around so I had to get a couple of extra pieces out of the box"
Pet_Supplies_5,negative,deceptive,"I have no idea how this works, but it is pretty easy to make. I have one cat and two small dogs and I am using this for the first time in a long"
Pet_Supplies_5,negative,deceptive,"This toy is not mega, it is just a bit too large. My dog loves this toy.I bought this for a friend who has a small dog and she had a very large"
Pet_Supplies_5,negative,deceptive,"The ingredients list makes me happy. The only problem is that it's kind of hard to find. I bought this for a friend, and they're the only ones who won't eat"
Pet_Supplies_5,negative,deceptive,"I found I didn't actually use it, but it worked for a couple of weeks. I just washed it and it had a nice, shiny surface. The plastic part was a bit fl"
Pet_Supplies_5,negative,deceptive,"I'm going to end up using this as an alternative to the cold weather pills that I have used.I bought this for my dog, and it is the best product I have found for"
Pet_Supplies_5,negative,deceptive,I just didn't have the time to research the materials. I will say that my cats love them.I bought this for a friend's cat and she is a huge fan of it.
Pet_Supplies_5,negative,deceptive,"My cat didn't really like it. The only reason I gave it 4 stars is because it has a little clumping around the sides, but that is okay. It does take a little"
Pet_Supplies_5,negative,deceptive,"This is a great idea, but the design isn't good enough.

The top has a suction cup that can be clipped to the bottom, and the inside is very large.
"
Pet_Supplies_5,negative,deceptive,"I was browsing dog foods and this was the only one I could find that didn't contain grain.

I had to get a bag to get the grain free version of this food.
"
Pet_Supplies_5,negative,deceptive,"Beautiful TEE shirt for canines.  The only problem is that it's too small for my dog.  If you want a nice, solid shirt, the TEE shirt is the"
Pet_Supplies_5,negative,deceptive,"however the dogs went crazy for it, they'd try it all. The only downside is that it's very hard to get out and then put back in the box."
Pet_Supplies_5,negative,deceptive,"The collar that is supposed to be the only one you can't wear for a dog.  It is so small that it's a bit difficult to put on, so it's not a big"
Pet_Supplies_5,negative,deceptive,My 10 year old beagle (Cattle Dog) is a very aggressive chewer. He has chewed through every toy in the house before and then chewed through the entire toy again.
Pet_Supplies_5,negative,deceptive,"I wanted to try these, but the shipping was a bit slow. I just got this one. I bought this for a friend's cat and she is a huge fan of it."
Pet_Supplies_5,negative,deceptive,"Was not able to detect the odor, but it smells good.  I have a large dog and she loves it.  I will definitely order another one.I'm a very picky cat and"
Pet_Supplies_5,negative,deceptive,"Does the job very well. Works well and the dogs love it. My dogs are strong and we have two Great Pyrenees, both with ACLs and ACL tears."
Pet_Supplies_5,negative,deceptive,"Solid metal HEAVY HEAVY top, an easy to clean and wash collar. The buckle has a nice round shape and is easy to attach to the dog harness."
Pet_Supplies_5,negative,deceptive,"I've been buying this hay for a couple years now. I have a lot of hay and he doesn't get too excited about it, but he is a very active chewer and it's worth it"
Pet_Supplies_5,negative,deceptive,Not happy! Wood was unique and it didn't look like it was going to be a strong one. I bought this for a friend who has a small dog and she had a very large ear.
Pet_Supplies_5,negative,deceptive,"This was a big disappointment.  I had bought the third one in a heartbeat, and the one I received from Amazon had a plastic part.  The plastic part was not sturdy enough to hold it in"
Pet_Supplies_5,negative,deceptive,"When I read the reviews, I thought I would try these. I did not. They are a little too heavy for my 20 pound dog but the plastic is sturdy and strong."
Pet_Supplies_5,negative,deceptive,This product is no longer available. The seller has no interest in this item. I am not sure what the problem is with the item. I am not sure if this is a problem with the item or
Pet_Supplies_5,negative,deceptive,"When I sprayed this on my dog, she jumped in the water and pulled it off.  I wasn't impressed.  I am not saying she is a ""good"" dog, but it was a"
Pet_Supplies_5,negative,deceptive,I have a 9 wk old lab and she has a sensitive stomach. This is the only one I have found that is a good fit.  The dog is tall and it is large enough to fit
Pet_Supplies_5,negative,deceptive,"worked great in the car, and it's a very comfortable fit.  My only complaint is the extra large strap.  The strap is designed to get around the neck so it doesn't slip down. "
Pet_Supplies_5,negative,deceptive,"This spray helped my dog eat a whole bag of these treats after eating them for the first time. I bought this for my dog, and it is the best product I have found for him."
Pet_Supplies_5,negative,deceptive,Cat loved this toy.  We have 3 dogs and they all play with this toy.  We have a 6 pound dog and this toy is perfect for her.  She is very active and it keeps her
Pet_Supplies_5,negative,deceptive,"Product might help older dog eat more, but it doesn't work as well for the younger dog.I bought this for a friend's cat and she is a huge fan of it. It is a little hard"
Pet_Supplies_5,negative,deceptive,"I measured 4 times to find the right size and size for my puppy, and I measured them.

I had to get a size down because the plastic part on the end is too big.

"
Pet_Supplies_5,negative,deceptive,Bought these in size Small and they fit perfectly.  I will keep them for the next couple of months.My dogs love this food.  My dog eats them in a day and they are healthy. 
Pet_Supplies_5,negative,deceptive,"My dogs loved this toy, and it was a very fun game.  My dogs have been playing with it for about a month now, and they're still playing with it.  This is definitely a fun toy"
Pet_Supplies_5,negative,deceptive,Could not get my greek cocker spaniel to stop barking after I pulled him off the leash.I bought this harness for my dog.  The dog was a bit too strong and he had a choking hazard
Pet_Supplies_5,negative,deceptive,"For 5$ I didn't expect this to be as long as I thought it would be. It fits my other two Betta's perfectly, but they're still a bit larger than I expected.The dog loves it"
Pet_Supplies_5,negative,deceptive,This leash is very durable and has the wide opening for the collar. The harness is strong and secure. The clasp is a nice design. The leash is very easy to take off and slip off. I have been using
Pet_Supplies_5,negative,deceptive,"Thought this was an alternative to the suction cups. I will keep my dogs in the suction cup so they don't get wet.  The suction cups are great, and they don't hurt their teeth"
Pet_Supplies_5,negative,deceptive,"Dogs loved the toy. However, it has been a long time since I have ever had a dog that chewed through the toy. I am not going to waste any money on a toy that is not worth the"
Pet_Supplies_5,negative,deceptive,Our cats love to roll around on the floor and try to jump on it. I have one cat that loves to jump on the floor. He is a very tall cat who is about 10lbs and weighs about 35lbs
Pet_Supplies_5,negative,deceptive,"Dog had a hard time keeping it closed. We've tried other harnesses, but he doesn't like them. I am considering getting another one. I'm very pleased with this purchase."
Pet_Supplies_5,negative,deceptive,Very disappointed that there are no flavors in the food. I will not be buying this again. Great product. Great price. I am very happy with the purchase. My dog is obsessed with this toy.
Pet_Supplies_5,negative,deceptive,"Our pups still get tangled up in the pieces and try to jump around, but I'm pretty sure that's because the leash is a bit too loose, and the holes are very large."
Pet_Supplies_5,negative,deceptive,"This is well made, and looks nice and sleek.  I will definitely be buying this again.Great product. Great price. I am a small dog, and this collar is very large.  It is very easy to"
Pet_Supplies_5,negative,deceptive,"For the people saying theirs are not professional, they are not professional. These are the exact same.

I had to replace the bowls with different brands and sizes. They were made of plastic and had no seams.
"
Pet_Supplies_5,negative,deceptive,"There is nothing truly wrong with this, as long as you keep your hands on the handle and the suction cup. The suction cups are designed to be a bit too strong for a regular dog."
Pet_Supplies_5,negative,deceptive,7 out of 7 cats (I have a very picky cat) who just loves to scratch.  I have had this for a couple of months now and it seems to be holding up.  I have been using it on
Pet_Supplies_5,negative,deceptive,"They are really bad, and I don't know why I didn't give them a try.  They are not the best for your cat, but if you have a cat that is a bit bigger than you, they might be"
Pet_Supplies_5,negative,deceptive,This is huge!  Love it!  It's comfortable for my puppy!  She's just 17 lbs so I had to get a size down for her.  She is very large so it's a little smaller than I
Pet_Supplies_5,negative,deceptive,"Our cats, who are known for being more active, tend to be more active, and this one is a great solution. The plastic part is also very light and easy to wash.I have used this product for about a year"
Pet_Supplies_5,negative,deceptive,Update: Carefresh has added chemicals that cause the odor to dissipate. This is the first time we've seen this odor in the past. The odor is not so noticeable in the cat litter box.
Pet_Supplies_5,negative,deceptive,"Kong products tend to be more expensive and the dogs tend to be more happy with the Kong toys. I bought this for my dog, and it is the best product I have found for him. It is his favorite toy."
Pet_Supplies_5,negative,deceptive,I have boughten a few of these and they are just too big.  They are a bit difficult to get on the leash but they are good for the job.  They do not slip off the leash when we walk.
Pet_Supplies_5,negative,deceptive,"I received clippers were dirty and broke, so I decided to purchase a new one. I ordered the new clippers from the manufacturer, and they're the best, so I ordered the clippers from Amazon. It's a breeze to"
Pet_Supplies_5,negative,deceptive,nice idea but the sides are a little wide and you can't really make a difference.  The bottom is too small and the bottom is too tall for a puppy to go in it.  The bottom is not really padded so it's
Pet_Supplies_5,negative,deceptive,"The initial shipment of treats was destroyed within an hour. I will not be buying this again.Great product. Great price. I am a small dog, and this was a very large bag. It was hard to open, so I was unsure"
Pet_Supplies_5,negative,deceptive,"YUCK. Our vet recommended this, and it's the only one we have left that is totally odor free. I had to replace the bowls with some other plastic, so it's not that big of a deal."
Pet_Supplies_5,negative,deceptive,Fit fine and easy to use. The only problem is that it's kind of hard to put the collar on.  The front part is also hard to put on.  I've been using it for about a month now and it's working fine
Pet_Supplies_5,negative,deceptive,"It is too much heavy duty for the price, but I will keep it for the long haul.I bought this for a friend's cat and she is a huge fan of it. It is a little hard to get on her, but it's"
