category,polarity,class,text
Tools_and_Home_Improvement_5,negative,truthful,"I realy liked the gun, nice and smooth work but it just broke. Description says it will not brake within a year and it did not but it broke one year and two months later after purchase. The worst part of it, is that I can NOT get parts for this gun anywhere. The ""driver"" which broke is easy to replace if you can get it, but you can not, so gun goes to the garbage and I will come back to the Hitachi which parts you can get easly and repair by yourself."
Tools_and_Home_Improvement_5,negative,truthful,"The first pair I received had a missing battery cover; I called the customer service # in the box and the service was outstanding. I received the replacement within 2 days.  I was impressed by the service. However, the lanterns themselves are a bit fragile, quality not so hot, one of them doesn't stay lit all night, even though I charged them both fully and equally.  I like that they clip onto the umbrella, and I like the glow out on the deck that they they create alongside my rope lighting along the deck."
Tools_and_Home_Improvement_5,negative,truthful,"I'm not one of those fortunate people that have a lot of garage space and a big truck to haul a ladder around in so this works perfectly. It feels flimsy but works well. I can now get into my teeny tiny indoor attic opening. Dropped one star because it feels flimsy, although I've had no problems with it holding my weight. Dropped another star because of the danger factor. Be very careful when lowering this ladder. Keep your hands under the switches or a trip to the hospital for a smashed finger/hand may be in order."
Tools_and_Home_Improvement_5,negative,truthful,"Guys, these Nest thermostats are junk. Don't waste your money and the lousy support / return policy they have.

After trying a variety of these smart thermostats I eventually settled on the Radio Thermostat. It has worked great for many years now without issue. I have several locations and have never had an issue, to date. I hear the Ecobee works better too, but these Nests are a joke. The Radio Thermostat does not have the ""sensing away"" capability, but that is one of many things that will not work well on the Nest you paid $250 for."
Tools_and_Home_Improvement_5,negative,truthful,I was happy when I order the product and looking forward to using my lamp post.  The quality to use them as a lamp post was not the best.  So I thought no big deal I will use them on my deck.  Only 2 of the lights work.  I have changed the batteries in all of them. In the inside something will not make contact with the light.  I contacted the seller and there was no restitution to the problem.  So I use the casing and I put tea lights in them.
Tools_and_Home_Improvement_5,negative,truthful,"i like the product and it works well.  Becareful with ordering it from Amazon. I had to order it twice, paying double to get the whole tool. The first time i only got the handle. Second time i only got the bender. both times the same sticker with the model number was on both. They needed to have Part 1 of 2 and part 2 of 2 on the stickers.  If you order this you may only get a handle, or you may only get a bender.  You should be getting both parts for this price."
Tools_and_Home_Improvement_5,negative,truthful,"Okay, initially sent in a five-star rating, but this is why I hate to commit to a review early on; I've had this light installed for just a few months and it has failed.  Constant on/off of the light once is gets to dusk; had to shut it off altogether.  I wish I had looked at the negative reviews first because I wouldn't have bought this.  I'm not planning on getting any satisfaction from the company because apparently, they don't honor warranties, but I will try.  It's too bad; it seemed to be just what I wanted."
Tools_and_Home_Improvement_5,negative,truthful,"The voltage tester works ~20% of the time and has to be held just right on the 12/2 and 14/2 wire I tested it with.

Feels very cheap and made out of very cheap / fragile plastic. Throwing it in a tool bag would probably damage it.

There is no way I would trust it to be accurate and use it in any situation. It is a dangerous device in my opinion and will frequently give ""False negative"" readings - indicating there is no power running through a wire when there actually is.

On a positive note the flashlight works so there is that..."
Tools_and_Home_Improvement_5,negative,truthful,"Nice little tool and am convinced some of the features can actually be used successfully in a survival situation if practiced and done with care.  For example, the compass has to be completely level to work.  If not it will jam and give wrong direction.  I would suggest that this  be used as a fun training tool to acquaint people with the skills needed to survive in the wilderness, e.g. navigation, fire starting, weather forecasting.  However, I would opt for much better equipment if I was on a wilderness hike where I might encounter these challenges."
Tools_and_Home_Improvement_5,negative,truthful,"I installed this pump as a secondary pump in case my main sump pump ever went out.  I tested it (with water in the pit) a few times and it worked fine.

Had some issues in this basement today, so went to test this pump again, and it is dead. I've performed the troubleshooting steps with no zero luck.

Just disappointed since this pump was only used when I ran it for test, since my main unit never went out.  I was just lucky enough to find out that it had died BEFORE anything happened where I would have needed it to kick in..."
Tools_and_Home_Improvement_5,negative,truthful,"So contrary to what Bosch has said, the intermittent unresponsive trigger issue has not been resolved. It was only occasional at first but grew worse over time. Depending on how fine your work is, it can either be at the least a nuisance or at worst cause damage to your work. I also want to add that the plastic membrane covering the battery indicator started peeling off both on the battery I used and the brand new one that I kept in the box after initial charging. I returned the drill and bought another brand. Do not buy this drill until V2 comes out!"
Tools_and_Home_Improvement_5,negative,truthful,"Looked to be good quality- bought it for the good price too- just needed one (for a missing one) but got two just in case.  It was to short and did not make contact in order to turn the light bulb on- I tried modifying both to make them work- no luck, so needing to buy the same adapter from a different maker at this point.  I ruined the ones I got but I suppose that's okay- they are cheap.  Just wish I had read the other 1 star reviews then I would have known this adapter wouldn't work for me either."
Tools_and_Home_Improvement_5,negative,truthful,"I think I bought 6 of these for a new house. We live in a rural area where the electrical service provided by the co-op is pretty shakey. So we have a lot of power outages. Whole lotta fun being waken up at 3 or so in the morning when a power outage causes one of these alarms to trigger. It took a while to figure out the problem and isolate the one bad one. Looking at the warranty instructions, I would have to pay shipping both ways and most probably they would say there is nothing wrong with it. Nope, not gonna play that game."
Tools_and_Home_Improvement_5,negative,truthful,F***** makita is dissapointing me. I want one of these so badly but i cannot get one that works as it should. I bought one through home depot and had to return it because it was burning my plywood edges nasty and struggling to cut. Also the track was warped. Then i bought one through amazon and it never arrived. Got my money back and purchased it again. But again the track is not straight and now this saw makes a very weird sound as soon as u turn it on. Returned it and waiting for a replacement. Hopefully third  time is a charm with amazon.
Tools_and_Home_Improvement_5,negative,truthful,I decided to tile my house and used a tile saw that has seen a fair amount of usage and it was time for a new blade as the old one was chipping the glazed porcelain tile really bad. I noticed this blade was much larger than the old one but I can only assume that is due to the amount of wear on the old one. This worked well for about 40 cuts then started chipping the tiles also. I ended out buying a much better blade and it hasn't chipped a single one yet. I guess I should know you get what you pay for.
Tools_and_Home_Improvement_5,negative,truthful,"Button placement not consistent with how I use it for coping molding.

I use a coping saw to rough cut my molding, and use this to get shave things down to a 1/32 of a inch.  It's too thick to hold like a pen, so I hold it like a paring knife.  The LEDs shine in my eyes so I had to block them with masking tape (there's no on/off).  The locking button (for changing bits) sometimes gets pushed when I'm holding it, and it's inconvenient to increase the speed while I'm using it since the speed buttons are on the other end.

Otherwise it's very useful..."
Tools_and_Home_Improvement_5,negative,truthful,"After a full summer of mostly cloudless days, where the sun set at around 9, and a full day of exposure to mostly direct sunshine, the lights go out at between one and two in the morning. This is our second set of these, and the first set performed the same. Along with the B.S. claim of how long they stay lit, two of them quit working completely-no light whatsoever. They look nice on, and off, but are definitely not worth the premium price we paid for them. We were hoping the second set would work out, but no such luck. Trying different batteries didn't change the lighting problem."
Tools_and_Home_Improvement_5,negative,truthful,Have had this drill for about 4 years.  Carried in my pickup for quick repairs on family jobs.  Have now gone through 4 sets of batteries (8).  Batteries last only a few months and then show to be defective.  I expected more from Ridgid.  I finally chunked the two drills and  changed to a Dewalt 18V.  Single unit with 2 batteries.  A bit larger but so much more power and after 6 months the Dewalt Batteries still going good.  Would recommend something besides a Ridgid if even knowing the problem with its batteries Ridgid continues to put their name on these CRAP Batteries.
Tools_and_Home_Improvement_5,negative,truthful,"My husband loves these 9 in 1 tools for his work but the tips DO NOT LAST!!  We have three of these now with broken tips, we buy one every year. They are not that expensive, but there should be a way to just replace the tip and not make the cost as much as the whole screwdriver! So far we have found the tips for this thing to be about the same as buying a new one!!! We may find a better one out there some day, but for now this one does the job. Now we just need to figure out what to do with all these broken screwdrivers : /"
Tools_and_Home_Improvement_5,negative,truthful,"It had a short in it straight out of the bos. It was a cheap gift for dirty santa so I didn't really care that much. Thought it would be interesting since that's the kind of stuff the guys like. It was a big success even after I told them of the short. However, after we took it outside to use it on a tire....it didn't work. It couldn't pump it up. It says not to let it run more than 10 minutes. It would take 40 to get the tire up 10 pounds of pressure. It says 250 lbs. NO WAY. Good for bike tires. Balls etc. Do not count on it for a tire."
Tools_and_Home_Improvement_5,negative,truthful,"I ordered five for my chandelier. One has two dead filaments and causes power shortage.  The rest are OK. The return of the defected one is pretty straightforward. I ordered another one. I hope the second purchase won't have quality issue.

Overall the light is bright and warm. I gave this 4 star instead of 5 because of the defect experience.

Update 6/13/16
Received the replacement bulb. Now everything are working as they are supposed to.

Update 8/11/17
If anyone is thinking of adding the smart switch with this light bulb, please be aware that this LED does not compatible with Lutron Caseta Dimmer switch. I have added the LUT-MLC load adaptor. And it is still not working with mine."
Tools_and_Home_Improvement_5,negative,truthful,"First of all. Its case looks so ugly and cheap that I must warn you i you want to use it in any professional setting or regularly. It looks like an elementary school pen case . Why is it yellow and blue? any aesthetics?

Secondly, while all the parts works fine, it lacks one crucial component for apple stuff repairs: A plastic pryer. The tweezer coming along with it is definitely the worst in its class and useless for prying anything. To have to triangular pryers makes no sense.

On the other hand, the exchangeable screws works find and oiled properly. For this price I would rather buy ifixit toolsets at least it looks better for an Apple product..."
Tools_and_Home_Improvement_5,negative,truthful,"I'm dumbfounded that after all of these years, DeWalt still hasn't corrected the ongoing problem with the flexible neck being too wimpy to hold up the light for very long. I thought, jeez the most recent review looks to be 2011, there should be an improvement by now... lol, nope. I finally removed the thing, got one of those magnetic base work lights with a stiffer goose neck, stuck it to the DeWalt metal stand, problem solved for now. I may try mounting the Dewalt light directly to the stand by drilling two holes, bolt it down and orient the goose neck vertical instead of horizontal... it might possilbly bear the weight of the lamp better and not sag."
Tools_and_Home_Improvement_5,negative,truthful,"I confess I'm an early adopter and the lure of the video for Kevo where doors open at a touch was too much to resist.

The lock is a total failure. The iPhone has to have the app open or it doesn't work, the lock locks arbitrarily, often after I use the key to get in and it locks as I'm closing it (sending the bolt into the doorframe)
When it does work the mechanism is so slow that I would never want to be trying to get into the house in a panic situation.
I have calibrated and re-calibrated,  all to no avail.
I hear Schlage's bluetooth lock is better, but I probably won't invest in that one either now.
Too bad."
Tools_and_Home_Improvement_5,negative,truthful,"These are nice lights. I got the warm white 3000K color, and it was what I expected. I am using these for cabinet-top lights in the living room. I got the remote/dimmer, which works as expected. I used almost a whole roll in an area about 1 x 2 feet, and the brightness is not excessive. This was tough, since I needed to make a lot of connections to remain in a tight area.  The HitLights connectors are a royal pain, and you will have an unreliable flickering mess if you need to use more than a couple of them. I recommend you plan to solder your connections. I did, after wasting a lot of time with their connectors."
Tools_and_Home_Improvement_5,negative,truthful,"This knife is alright but it seems a bit cheap, i know i didn't spend alot of money but it seems you would find this knife at the local wal mart hanging on a hook. It's a little too heavy for my liking and i'm sure there are people who may like their knives this way i don't. You would be happier to spend a few extra dollars and get a american made knife that has some quality. It did not come with that hair popping blade that i was hoping for, it could barely pass the paper cutting test and that finish that Gerber puts on their blades, whats that all about? I guess i'm just spoiled by Buck Knives....."
Tools_and_Home_Improvement_5,negative,truthful,"Not much to say besides great buy for the money. I prefer the Aluminum most of the time, but would suggest the steel rivets for jobs needing to hold up a lot of stresses. But, you can't buy 500 rivets where I live for this price. If I ever run out, I will purchase these again.
Update:
These have been failing often for me when the rod fails to break at the rivet start... which has caused me much despair b/c I end up having to try and get the rivet to release w/out messing up my work. I would use these with caution on any project that is important. I do not have this brand's steel rivets, but my Arrow Brand have not failed yet."
Tools_and_Home_Improvement_5,negative,truthful,"This lamp is very basic. The warning label was designed for the older style incandescent light bulbs. That is out of date. The shade is too short to accommodate the longer twist fluorescent bulbs. The twist bulbs produce less heat than the older style incandescent light bulbs. A 60 watt maximum for incandescent light bulbs, which produced a dim yellow light and lots of heat, is too limited. The electric cord had a long ""flag"" label wrapped around it, with an admonition to not remove it. Ha! Right! I'm going to leave the stupid label to interfere with my using the electric cord, safely! Time to design a lamp for the modern bulb, fluorescent or LED. Otherwise, this lamp provides a convenient but basic light."
Tools_and_Home_Improvement_5,negative,truthful,"I am two years late in writing a review, but it is just as well. This item should be fabulous. Two years later, it's not so much. It IS absolutely positively beautiful. Looks to be well made. But has been problematic from the get go. My first one came defective (leaked internally). Getting a replacement was easy through Amazon. But, I still had to pay the plumber twice.

Worked great for about 6 months, then the sprayer started leaking. My bad for not contacting the company. It continues to leak, particularly if water is on high. In addition, it doesn't like to stay seated in the holder. Very disappointing. I love the faucet. Wish it worked better. Needs a bit of a design redo in my opinion."
Tools_and_Home_Improvement_5,negative,truthful,"Another reviewer wrote about this and I missed it, so here it is again:  If the power is turned off to this unit, it trips.  The other reviewer points out the best or worst case example:  If you plug aquarium equipment into this, and the power goes out, even for a blink, you must press the reset button to restore power to the equipment.  A lamp would be another bad thing to plug into this, since you would have to find and press the reset button to turn the lamp back on.  An alarm clock would be a bad idea for obvious reasons.

If you can live with this constraint (I could), then the good news is that it seems to work in all other respects."
Tools_and_Home_Improvement_5,negative,truthful,Although it is a very nice item. It was missing the short extension poll and after it was assembled and the box had been tossed; I noticed a crack in the glass fixture.  I checked the upper part but did not Check the bottom part where the chain was.  This is so large I would like a glass light replacement. It is cumbersome and gives off an Amber light instead of an clear light for we reading. Perhaps l should just return the intire item in a differ container if I can it get a larger watt bulb or a glass replace and a long chain. Too many issues thus item I believe was a Used even the box had been opened and retaped. Just send me anew set unopened.
Tools_and_Home_Improvement_5,negative,truthful,"Markings are clear, tape can extend to approximately 8 feet without flexing. I liked the concept of the self locking bit, seemed very handy.  First project I needed it for I had to measure from the wall to a spot on the ceiling.  After at least a dozen tries I could not keep the extended tape steady.  I tried different angles, pointing it up, sideways and backwards.  No go; it kept flexing.  Worst of all, the tape did not lock as advertised.  I could not get an accurate measurement, even on the floor.  If I extended the tape past 6 feet, it slowly retracted on its own approx. 1/8 inch.  That happening once I could live with.  Repeatedly?  No thanks.  Returned it."
Tools_and_Home_Improvement_5,negative,truthful,"PROS:
1. This allows you to get ""flatter"" against your work, so it's critical for certain tasks.
CONS:
1. Very cheaply constructed, and doesn't last long.  You'll need to replace these regularly.
2. Runs very hot and noisy.
3. Very difficult to install and remove from the main unit.  Not something you can just swap on and off easily.
TIPS:
1. Don't run it too fast, or for too long.  Let it cool off from time to time.
2. When installing and removing shafts (the rod with the disc at the end), insert a spare shaft through the hole near the tip of the angle attachment, to prevent the main shaft from turning while you tighten or loosen it.  If you use the button that's built-in to the main tool, you'll strip the gears in the right-angle attachment."
Tools_and_Home_Improvement_5,negative,truthful,"Nice quality light... everything looks great and is well made. A few complaints though...

First complaint was there were no installation instructions included. Even the website didn't offer any help, offering just an email to contact.

Second, this was apparently designed to be attached directly to the ceiling and not to a ceiling electrical box as it did not come with the right parts. The cover for the ceiling was also barely big enough to cover the standard-size box I had. After messing around with extra screws and brackets, I did manage to get it installed quite nicely, no thanks to the included accessories.

Third, the set screw that you tighten down to hold the cord in the lamb base is nylon and stripped out with almost no pressure.

Overall, it looks fantastic, but the installation procedure was ridiculous."
Tools_and_Home_Improvement_5,negative,truthful,"Buyer beware - the MOST COMMONLY USED #2 Phillips driver DOES NOT FIT - it's more like a #1.5 Phillips - making this driver prone to stripping out screws, and having an extremely poor hold / bite on the fastener itself.  Way to ruin a nice set of tools, Wiha.  I'm returning this set, and looking for another manufacturer.  I had high hopes, though I saw another comment from 2014 stating this same problem, I figured Wiha would have gotten around to addressing this problem in the 2 years since.  Boy was I wrong.  The #2 Stubby Phillips fits perfect, for what that's worth.

Why keep a set, when the driver I use the absolute most, does not properly fit - and they have made no effort to rectify this in the years since?"
Tools_and_Home_Improvement_5,negative,truthful,"I bought this item in January last year and was quite pleased with the initial operation.  After 6 months or so, the motion detector sometimes did not turn on the lights and I had to walk through the dark kitchen to tap on the sensor to make it work.  Now the sensor never works and this is simply a manual switch.

I emailed Enerlite and their customer service rep said ""We don't usually get involved with our retailer's customers"", and told me to seek help from Amazon.  But of course it's been a year, so I guess that's all the help I am going to get.  The price is low, but not low enough to warrant buying another one year light switch, so goodbye Enerlite.  It's a shame because I really loved this switch in the beginning."
Tools_and_Home_Improvement_5,negative,truthful,"Like most folks, I'd like to spend as little money as possible to complete my projects. Skimping here was not a great idea, however. If you're not aware of what a proper connector should look like, or if durability is not a concern, then this certainly looks like a great deal. It's half the price of a quality part. And I've returned mine, because I'm not willing to save money at the expense of significant quality reduction. Yes these look like the connector you want. But don't be fooled. They're the Playskool version of the real thing. Great for display or demonstrations, but I won't use them to pass 30A of 230V.

I never thought I'd become a ""connector snob"" but here I am. The high quality Leviton units are well worth the extra money, because their quality IS that much better."
Tools_and_Home_Improvement_5,negative,truthful,"Very disappointed for three reasons. 1) A small atomic weapon is required to open the packaging.  2) The hose is very stiff.  That makes the hand-held part difficult to maneuver and also transmits motion to the  head bracket.  And 3) the hose connectors are absolutely smooth and thus impossible to tighten by hand.  And the use of any tool will mar the finish.  At least one other model apparently has ""ridged connectors"" because the directions which came with mine refers to them.

I wonder if it was not Water Pik's intention to punish me for buying an inexpensive model?

From what I saw in the store (mine was not purchased from Amazon) the packaging is such that you cannot see the hose and connector type until you have purchased the thing and somehow have managed to open it."
Tools_and_Home_Improvement_5,negative,truthful,"The bar does not fit into the two ends snuggly.  This is I can live with since this is the only bar whose depth fits into the space I have available in my bathroom for a towel bar.  However, what I find rather inexcusable is that the towel bar does not come with wall anchors for the screws.  Given how little wall anchors cost, there was no reason to not include some with the packaging.  The screws were loose and the bar was in constant danger of falling down (and in fact did fall down a few times) until I went down to the local store and got some wall anchors for #8 screws for less that $1.50 for 4 anchors.  With the drywall anchors that I bought separately, the towel bar is a lot more secure now."
Tools_and_Home_Improvement_5,negative,truthful,"(Update: The heater stopped working after less than two weeks. Thankfully I am still inside the return date.) I can't recommend this unit at all if it isn't going to work any longer than that.)

I'm going to have to swallow my pride and re-write this review. This little heater has actually impressed me a lot. It could be better, but it is not bad at all. This heater stays cool to the touch and the coils don't get very hot seemingly but it has some pretty good output. It takes a while to bring a room up to temperature but once it's there it really holds it there. It is 25 degrees outside and the heater is keeping my living room at an even 65 all by itself. It could be better but not much. It is actually a pretty impressive little heater."
Tools_and_Home_Improvement_5,negative,truthful,"I like the brightness its good for my work I am electrician, but I got disappointed light switch doesn't work , spending so much for this light total, I used  no more than 15 time,I don't recommend this light for the money we pay, it's not better then any light up to 10 dollars because  doesn't work for long time  any cheap light in amazon,  hope customer service will sent me replacement and I will sent bad one back to them.
switch problem I go to attic or crew space for work  takin my tools with me to dark places then lights turns off itself  turning on  then in 2 second goes off, its really bad product ,if you have this one  make sure you take other light with you because  you can't depend on this light"
Tools_and_Home_Improvement_5,negative,truthful,"The seat is easy to install and aesthetically pleasing. Toddler seat is stable. The reason why I gave it 3 stars is because the seat is very flat. There is no rise or ""horn"" in the front. When you have a newly potty trained toddler, they don't always understand leaning forward or making sure their privates are right over the hole, especially when they are trying to balance on top of a tall toilet. This problem applies to both a boy (especially) and a girl. If you have a squirmy toddler, the chances of peeing onto the top of the toilet seat is pretty high. My recommendation to the company is to add a contoured toddler seat. This seat is probably best used with an older toddler who understands the concept of being over the hole with no guidance from a contoured seat. We're returning ours."
Tools_and_Home_Improvement_5,negative,truthful,"Good value - but all of the locks are opposite.  So when they are in the ""unlocked"" position, they are vertical.  Most locks are turned vertically to be locked - not these.  It's confusing and a little annoying but they seem to be ok.  The door jam plates didn't line/up or work on 1/2 of our order of 10, so we just used the old ones for now.  One set that we used ended up failing after a month (locking mechanism didn't open/shut all the way and it became a nuisance - had to just uninstall it and now have to be replaced.  We bought them seeing all the other reviews b/c we wanted to update our downstairs door knobs, but the price reflects the quality.  A little on the cheap side.  Was it worth it? I guess (shrug)."
Tools_and_Home_Improvement_5,negative,truthful,"DO NOT buy a Streamlight because you think there's a lifetime warranty, there really isn't. You have to read the fine print.

I bought and received a genuine Streamlight Microstream (NOT an imported knock-off), and have loved it while it worked. The problem I have with the company is their misleading use of the term ""LIMITED lifetime warranty"". Let me explain. Streamlight's ""LIMITED lifetime warranty"" doesn't apply to electronics, bulbs, batteries, or switches, just to what they deem as manufacturer's defects. So, basically, their so-called warranty applies only to manufacturing defects in the aluminum body-tube of the light. NOT COOL, Streamlight... you want us to ""Buy American"", but you have a crappily designed switch that wreaks of designed obsolescence.

Cost of a replacement tail cap/switch is $12 ($4 + $8 shipping), which is hardly worth it, especially considering that the LED emitter has been upgraded from 35 to 45 lumens."
Tools_and_Home_Improvement_5,negative,truthful,"Bought this to remove one coat of floor paint.  Soygel after 6 hours removed 40% of the paint perfectly and the other paint not at all, but what it left me is a softened paint that will not come up and has left a coating on my floor like sticky gum.  In short this proruct ruined my floor and I have been forced to buy a concrete grinder.

The product was down for 7 hours.  I then tried another test of 24 hours with the same result on one of the sections that was untouched.

Also there is a strong smell from this product, not too noxious but there is absolutely an odor.

I think if I just used this on latex it would work but for me to prepare for tile this product has been nothing short of a disaster.  I really wanted this to work."
Tools_and_Home_Improvement_5,negative,truthful,"I've used Krylon paint with great results before. However, this paint is not up to par. Firstly, I seem to have gotten a bad can. When I first removed the lid, I found it had already spurted out some paint (likely during shipping). I made sure the spray tip was clean and unclogged, but the spray came out all spattery and uneven (I have a very good finesse for spraying paint from a rattle can, and this can just sprayed really badly). Now that it is set up, with a full two coats and two days of dry time at optimal temperature, the paint still scuffs with the slightest provocation. Even a soft paper towel scuffed the paint. This is a primer/paint combo, but I still prepped my surface with a good sanding and cleaning. This paint just doesn't have the quality I have come to expect from Krylon."
Tools_and_Home_Improvement_5,negative,truthful,"These filters leak and will not install on my shower. I thought I got them from a company called Pure Earth, but I got them from Amazon. When I called Pure Earth about them, the guy did not want to help me and kicked me off to the manufacturer, who has a number that gives  me a fast busy, so no help there. I am currently trying to contact the Sporting Goods place that sells these through Amazon to try to resolve. Turns out I got them here on Amazon, and the ones I got are very cheaply made, very poor manufacturing and you can't reach the company that makes them, so I would not recommend. The industry does not seem to be a very friendly place in general, and I have not been able to resolve this. If anyone knows of a GOOD vitamin C Filter, please comment :)

Thank you!"
Tools_and_Home_Improvement_5,negative,truthful,"Worked great but failed to heat after a year. Visually identical to one I bought at a ""big box"" store.  One of many cheaply made brands, usually constructed in foreign nations and imported.  This particular one failed like two others we bought because they use a mechanical thermostat that uses inferior materials for the electrical contacts.  After a year or so of constant use, the contacts form pits from the welding-like spark that takes place when the contacts separate.  Eventially the contacts are destroyed and the heater core fails to warm to the proper temperature.  It may never get warm or it may get too hot.

Be forewarned: heater elements which glow red hot can ignite hair and cloth fibers that get sucked into the heater and cause fires.  Shut the fan off and clean it thorough if you smell the oder of burning hair or other burning smells."
Tools_and_Home_Improvement_5,negative,truthful,"I hadn't used a strop before and decided to see what this could do on my fixed blade knives.  I was really surprised.  You can take a knife that's sort of sharp and get it to the next level with this strop.  I just wouldn't have predicted it.  So in terms of performance, I'd rate this at least a 4 star, maybe 5.  Why only 3 stars?  This is WAY overpriced.  You can get double sided, quality strops for about $20 and the green compound is like $5 for a huge block of the stuff.  Yes it takes some effort to ""load"" the leather, but if you look on youtube you'll find all kinds of tricks to make that work.  This strop should cost about $25.  Didn't realize that at the time I bought it.  So, nice effective strop, but way too expensive."
Tools_and_Home_Improvement_5,negative,truthful,"This is the second streamlight penlight I've had.  The first one suddenly stopped working  and I mailed it in to get it fixed.  It was returned and worked for awhile, then stopped working again.  I bought this second one because I like the flashlight so well, it is very bright.  However, this one has now stopped working as well, after only about 9 months or so.  I do not want the hassle of returning it for repair; will just throw it away.  It's a shame because it was a really nice flashlight while it worked.  Recently bought myself a Nitecore Tube keychain flashlight, and I really like it so far (we'll see how long IT holds up, ha) The Tube only weighs about half an ounce and it is rechargeable with a USB cable (which was not included, but the one for my basic flip phone fits)"
Tools_and_Home_Improvement_5,negative,truthful,"THIS SITUATION IS ALMOST IMPOSSIBLE TO BELIEVE.  I ORDERED THIS UNIT TO REPLACE ANOTHER DEFECTIVE UNIT I JUST RETURNED, AND THIS CLOCK  MOTOR IS BAD ALSO!!!!!!!!!!.  EITHER YOU ARE SELLING A BAD BATCH A BAD BATCH, OR I AM REALLY DUMB.  I FOLLOWED ALL INSTRUCTIONS CAREFULLY TO BE CERTAIN I DID IT RIGHT.  IT IS A BEAR TO CHANGE OUT THE MOTOR ON MY CLOCK.

MY BATTERY IS READING 1.54 + VOLTS.  THE MOTOR KEPT PERFECT TIME  AFTER INSTALLING.  A WHILE LATER IT STOPPED.  THE HANDS ARE NOT TOUCHING EACH OTHER.  I RECHECKED THE BATTERY; IT IS OVER 1.5 VOLTS.  I SET THE CLOCK AGAIN; IT RAN A BIT BUT STOPPED AGAIN.

SURELY I AM DOING SOMETHING WRONG.  YOU WOULDN'T UNLOAD A BAD BATCH ON ME WOULD YOU?  THIS IS TAKING WAY TOO MUCH OF MY VALUABLE TIME!!!!!!!!!!  VERY UNHAPPY!!!!  I HATE TO THINK ABOUT TEARING THAT CLOCK APART AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
Tools_and_Home_Improvement_5,negative,truthful,"Unit is plastic and seems to be well made. It easily fits on top of a 5gal bucket, but does not snap on or fit tightly.  Only when the vac is running does it ""snug"" down for a tight fit.  So, it easily comes off when not in use, which is aggravating.  Also, when hoses are attached, you need to have the bucket anchored in some way or it will be falling over every time you move one of the hoses.  Once the bucket gets to be about half full, then it becomes more stable.  None of that is really the fault of the product though, but is a result of using the product.

I am not overly impressed with it, but it works for the intended purpose.  Plastic holes for hoses don't look like they can take much abuse, so we will see how it lasts over time.  For the money, it is a good buy."
Tools_and_Home_Improvement_5,negative,truthful,"This is a good alternative if you don't want to drill into your bathroom tile or spend too much money on an all metal kit.  Just keep in mind that this kit utilizes plastic mounting hardware and significant effort is needed to adjust the height of the shower head holder with just your thumb - the holder is spring loaded and uses a very heavy duty spring (its the most durable part of the whole kit).  I wouldnt recommend this item to anyone with arthritis!  I promptly returned this kit and purchased an independent shower head holder that used a high quality suction cup.  With my disabilities, I needed to be able to maintain the shower head at a fixed position, just at a lower height.  Still, if you're in need of an affordable solution to an adjustable height shower head holder, this might be for you.  However, if you have arthritis, you may want to keep shopping."
Tools_and_Home_Improvement_5,negative,truthful,"Someone on a job-site that knocked over my crappy 10"" craftsman miter saw (was used to cut aluminum stock) gave me this Rigid as a replacement. It was practically brand new when he gave it to me. Let me just say that I wish he did not break my old Craftsman saw, because it had a straighter cut then the Rigid. I gave up on it, I have tried everything to adjust this saw right with zero luck. My Craftsman seemed to have more power too, mind you this saw has been around for 15yrs and was used pretty hard, I used it for all my junk cutting and I liked it better then the Rigid, so much I went to give it back and the guy and he told me he did not want it back, to throw it in the garbage. Sorry, for being a little harsh but this saw is junk in my own opinion for $200. It is not worth more then $100."
Tools_and_Home_Improvement_5,negative,truthful,"At first I thought I was getting a great deal, buying this dual switch for half the price of a Leviton one. But when I received it and checked out the rocker movement, I quickly concluded I got ripped off. The movement of the two switches is so flimsy and floppy, I can't image this thing will last anywhere close to my dead Leviton, which we had for nearly ten years before one of the rockers got jammed. While the rockers on this Baomain switch have some play in the ON direction and eventually require some effort to turn the switches on, in the OFF direction it takes very little effort to turn it off. When ON, only a slight tap causes the switch to turn OFF. I didn't bother wasting my time installing it, and instead went to my local hardware store and got a Leviton switch. Bummer, because I was very excited to save half off of my future switch purchases. Oh well; buyer be warned."
Tools_and_Home_Improvement_5,negative,truthful,"I bought this in hopes that it would stay lit... after all, it is called ""Windfighter"". I followed the directions exactly. Well, I think they really need to change the name, because it kept blowing out today every time there was a slight breeze. I believe the design is the defect. Even bucket candles stay lit better than this -- the reason being that a bucket candle's wick is much lower. This ""Windfighter"" has a raised wick. And despite the metal top (that keeps falling off when you move or carry it, because it does not screw on or anything), the wind can just blow right through the holes and extinguish the flame. Another issue with this... when it was lit, it was producing some pretty heavy black soot/smoke. YUK! I can still feel it in my lungs! lol  I bought 3 of these, unfortunately, and feel like I wasted money, because I am going back to my old bucket candles that stay lit better and do not make black smoke."
