index,age,gender,platform/name,product,rating,text,polarity,class
1362,[20-30),female,Ladoucuer,,4,"اكثر مطعم احب حلوياتهم طعمها لذيذ وطازج بالذات التشورز اما بالنسبه للأطباق الرئيسية اغلبها عاديه ماعدا البرجر ماينمل من طعمه , مشكلتهم انه الاسعار غاليه شوي ",positive,truthful
1363,[30-40),male,اوفن,,5,رايق هادي لذيذ وسرعة خدمة وجودة شكرا لكم,positive,truthful
1364,[30-40),male,هامبرغيني,,5,اللحوم لذيذة والاسعار مناسبة وسهولة وسرعة الخدمة شكرا للموظف / تركي على التعامل الراقي والاهتمام بالعميل,positive,truthful
1365,[30-40),male,طعمية السلطان,,5,خدمة سريعة وتعامل راقي واسعار مناسبة وجودة شكرا للموظف / ضياء,positive,truthful
1366,[30-40),male,Dark Matter Bar / دارك ماتر بار ,,5,مذاق رائع و تصميم جميل وفكرة جديدة ومختلفة ( المبنى/الصبار/الرذاذ الارضي وغيره من الفاصيل ) وتعامل راقي جدا وخدمة سريعة وأجواء حلوة لايفوتكم 👍🏻👍🏻👍🏻👍🏻👍🏻,positive,truthful
1367,[30-40),male,Osmanlizadeler,,5,شكرا للموظفة / وعد على ترحيبها الجميل واخلاصها بالعمل وسرعه الخدمة,positive,truthful
1368,[30-40),male,افنيو برجر,,5,عامل راقي خصوصا من الموظفات ويسعدني اشوف بناتنا يشتغلون  طعم لذيذ وجودة وتنوع وخدمة سريعة وشغل مرتب بكل سلاسة من دخولك الى خروجك شكرا لكم على اهتمامكم💐👍🏻  وجتني موظفة تاخذ راينا و هذا اشوفه من درجات الاحتراف في خدمة العملاء,positive,truthful
1369,[30-40),male,لوريت,,5,فخم وراقي جدا 👍🏻 يعطيكم العافية  اللي استغربه ان المستثمر يدفع مبالغ كبيره وديكور و اشياء كثيرة وينسى سهولة الحصول على الخدمة (يعني ليش ماتسوي خدمة حجز اتصال او واتساب او موقع او تطبيق اي شي) لانوا لما اشوف البنات قاعدين على الرصيف وينتضرون ساعه شي يدل على وجود خلل حتى لو كان الطلب عالي ايام عيد واجازة الا انوا مافي ارقام تواصل باللوكيشن الا اذا كان هذا مقصود عشان يسوي دعاية لان فيه ناس تدوّر الزحمة وتروح لها,positive,truthful
1370,[30-40),male,Stories Lounge,,5,الاكل لذيذ ومتنوع والسعر مناسب والخدمة سريعة والمكان فسيح واطلالة جميلة وديكور حلو شكرا لكل طاقم العمل 💐 واللي اخذ مني الحساب بالنهاية مدير المطعم وكان يسأل عن الطعم او اي ملاحظة وهذا دليل على الحرص على رضا العميل وسماع ملاحظاته او اقتراحاته وهذا شي رائع جدا 👍🏻 اتمنى لكم التوفيق,positive,truthful
1371,[30-40),male,مطعم جريش أم الريش,,5,للامانة مابعد زرت المطعم لكن من سنوات اشوفها بالمهرجانات وقبل ماروح المهرجان اشوف تغطيه من احد المشاهير واذا موجودة اروح والحمدلله دائما متواجدة.   الطبق المشهور واللي اجربه دايما هو الجريش ولذيذ جدا جدا. هذي قصة نجاح لسيدة اعمال من كشك او بوث او خيمة بالمهرجانات الصيفية والشتوية الى مطبخ ومطعم. ادعموها لاتقصرون معها وكل شغل يصير فيه اخطاء وملاحظات علموها وماراح تقصر هذي بنت البلد 👍🏻,positive,truthful
1372,[30-40),male,زاكي,,5,ممتاز بس ماشوفه بهنقرستيشن اقترح تعديل المنيو.  مثلا اضافة تورتيلا(زي لافينو كودو) واضافة ستربس صحن او تورتيلا. وغيره,positive,truthful
1373,[30-40),male,doublex,,5,الديكور حلو والخدمة والتنوع لكن المسافة بين الطاولات قريبة والمكان صغير و اللي وراي واللي قدامي معهم اطفال مزعجين,positive,truthful
1374,[30-40),male,مطعم اجار شيفنا,,5,ممتاز بس ليته يفتح بالسالمية,positive,truthful
1375,[30-40),male,كشتة,,5,كل شي جميل ورائع من ديكور وتنوع وجودة وسعر  ملاحظة/باب المدخل يبغاله حل لانه ( يصبخ / يرتطم / يفجع / مزعج ),positive,truthful
1376,under 20,male,شاورمر,,5,احب اطلب من عندهم وجبة عربو ورجرج العادي العربو شوي غالي بس طعمه مره لذيذ وصوصاته هي الذ شي فيه البطاطس اللي معه مرات يجي بارد واضطر اطلب منهم اضافة نكهه حاره معه عشان يصير حار اما بالنسبة للرجرج مره طعم وصوص الثوم فيه ثقيل اللي مايحب اللغويص ماراح يعجبه ومشكلته يجي بدون وجبه اتمنى يحطونه مع وجبه بدال مااطلب البطاطس والببسي بشكل جانبي ,positive,truthful
1377,under 20,male,mcdonalds,,4,دايم اطلب من عندهم واكثر شي رهيب هو ماك وينجز لذيذه وخصوصا مع صوص الباربيكيو وبعد اطلب ماك تشكن سبياسي مره حلوه بس مرات تجي حاره مره ومرات عاديه يعني بالحظ حرارتها وبعد مايكثرون المايونيز ويكثرون الخس فيها مع اني مااطلب زياده واخر شي الكوكاكولا عندهم ارهب كوكاكولا ذقتها بحياتي ,positive,truthful
1378,[20-30),female,شورمار,,5,الطعام مره حلو والدجاج مشوي بطريقه حلوه والصوص يجنن ,positive,truthful
1379,[20-30),female,Chickend | تشكيند,,4,لذيذ ، لمن يحب الاكل الرطب,positive,truthful
1380,[20-30),female,Shawarma Zone شاورما زون,,5,شغل نظيييف,positive,truthful
1381,[20-30),female,Yum Yum Pizza,,4,أسعار مناسبة جدًا وجودة ، الجميل بالمطعم يجدد الاصناف ويسعى لتزيينه ، هذا اللي ممشي سوقه منذ القِدم ماشاءالله ,positive,truthful
1382,[20-30),male,ثمانية ونصف ,,5,جربت قسم المشويات وتحديدا ساندويتش كباب دجاج، طعمها ولا أروع، ويستحق التجربة..  أيضا جربت البيتزا والشاورما ،ولكنها مب مررة، أقل من العادي صراحة   الأسعار أشوفها مقبولة وبالمعقول,positive,truthful
1383,[50-60),female,شورمجي ,,5,طعم راع واسعار معقوله وتنوع بالاكل,positive,truthful
1384,[50-60),female,فته وسنوبر ,,5,الاكل اكثر من ممتاز والحمص واووو وجميع الاطباق,positive,truthful
1385,[40-50),female,يامحلا الشام,,5,الاسعار مناسبه والتوصيل سريع والكباب والشاورما من الذ مايكون ,positive,truthful
1386,[40-50),female,برجر افنيو,,5,ممتاز ورائع ومحافظ على جودة الطعام ولذته ,positive,truthful
1387,[20-30),female,شباك شاورما,,4,الشاورما لذييذه كالعاده لكن جت ناشفه نوعاً ما ، الصوص قليل والثوم طعمه قوي بزياده ، البطاطس يبيله بهارات اكثر وشغل اكثر بس بشكل عام جيد,positive,truthful
1388,[20-30),female,لوريت,,5,هذا المطعم المفضل لدي وجميع الأصناف الذي يقدمها احبها,positive,truthful
1389,[20-30),female,كات ليت,,5,لذيذ وخفيف ، سعره غالي,positive,truthful
1390,[40-50),female,لابرا سيري ,,5,خدمة ممتازة ومذاق رائع,positive,truthful
1391,[20-30),female,تولين,,5,سعر متوسط ، جوده جيده .. لكن الخدمة بطيئه ,positive,truthful
1392,[20-30),female,ابي بطاطس ,,5,طلبت وجبة كرانش لذيذة انصح بطلب هالوجبه 😍,positive,truthful
1393,[20-30),female,كودو,,5,رائغ ويوجد به عدة خيارات متعددة,positive,truthful
1394,[20-30),female,تونتي مندي,,5,مره حلو ولذيذ نفس طعم المندي القديم ، بس مشكلته الزر شوي ,positive,truthful
1395,[20-30),female,تشويحة,,5,كانن المطعم لذيذ جدا والبكج مره حلو لكن كانت تجربتي عبر تطبيق جاهز للتوصيل ,positive,truthful
1396,under 20,female,mcdonalds,,5,خدمة التوصيل سريع..الاكل لذيذ,positive,truthful
1397,[20-30),female,برجر افنيو ,,5,حممييللل ونظيف واكله لذيذ خاصة البرجر وسعره حيد ,positive,truthful
1398,[20-30),male,بي توتي,,5,الكاشير محترم جدا وخلوق والاكل لذيذ ,positive,truthful
1399,[20-30),female,شاورمر,,5,طلبت تنوري دجاج الخبزه حجمه كبير وتشبع حلو سعره والرجرج عندهم مميز وبين فترة وفترة يحطون عروض حلوه ومافي تأخيير باستلام الطلب ,positive,truthful
1400,[20-30),male,مطعم كاما - عنيزه,,4,لذيذ ,positive,truthful
1401,[20-30),male,House of Shawarma,,4,الطعام عنده بصفة عامة ممتاز، لا سبما الشاورما السورية وبرغر الباربكيو، لكن يعيبه تفاوت مستوى وجباته بتغير الموظفين. في العموم، حتى حين يتراجع المستوى قليلا، فيبقى جيدا جدا.,positive,truthful
1402,[20-30),female,بينك بيرد,,5,الخدمة جدا ممتازة وطريقة إستقبال الطلبات جيدة والموظفين بشوشين والمكان جميل,positive,truthful
1403,[20-30),female,البيك,,5,الطعم يجنن ومكوناته مضبوطه,positive,truthful
1404,[20-30),female,البيك,,5,ممتاز,positive,truthful
1405,[20-30),female,mcdonalds,,5,ممتاز,positive,truthful
1406,[20-30),female,مايسترو,,4,البيتزا لذيذة وعروضهم حلوة,positive,truthful
1407,[20-30),female,ترو,,4,طلباتنا كانت كالآتي : - ترو برقر : الأفضل 10/10 كل النكهات متوازنه ل ذ ي ذ ه - ميبل برقر : ماعجبني شخصياً 6/10 لكن لا بأس فيه وترا يحوووس طبيعي لانه ميبل 😘 -بطاطس مبهّر : يمي مره 9/10 - رانش صوص : 10/10 خوذوه بليييز لذيذ ومو زي الرانش الثقيل لا خفيف مره يجنن مع الفرايز المبهر - ترو صوص : 6/10 عادي ولابأس فيه,positive,truthful
1408,[20-30),female,قولدن شيمني الفاخر,,5,طلبنا كان كالآتي :  دياينمت شرمب 57 - افضضضل طلب لذيذ لذيذ  دجاج بالزبدة 49 - جميل جداً ونكهاته متوازنه  كورما 47 - ضابطينها مره اكثر من اي مطعم هندي جيته بالرياض  برياني سادة 20 - حلو وضابطينه كمان  سلطة سيزر 23  - عاديه لكن يجي منها  خبز نان بالثوم 2 - نكهة الثوم ناطعه بزيادة مو حلو  التوتال بدون ضريبه 180 هيك شيء اسعاره كويسه  يُعتمد رهيب وبجيه مره ثانيه ان شاء الله,positive,truthful
1409,[20-30),female,داين,,5,"حجزت عندهم طاولة بوقت محدد بس عادي اذا طاف الوقت ومافي حجوزات يدخلونكم والحمدلله الجو ساعد اننا ناخذ طاولة برا  بالنسبة لطاقم العمل كانوا رائعييين مره من الباب الى الطاولة كانت فيه بنت سعودية لطيفه جداً ارشدتنا لطاولتنا وتأكدت اننا مرتاحين بالمكان  نجي لطلباتنا كانت استناداً على التقييمات هنا وصراحة ما كذبوا ابداً - لازانيا 10/10 -باستا بالروبيان 8/10 - سيزر 10/10 -كب باستا دجاج 5/10 -شل الجبن مع السبانخ ""غريب طعمه بس يمي شويه الي يحب يجرب يطلبه ""6/10 -كورن دوق الكوري ""استانسو عليها الاطفال مره واعجبتهم "" - فيتوتشيني الفريدو "" شبعت ما اكلتها بس زوجي يقول نص نص "" - ساتي دجاج "" ماما تقول رهيب مره ""  مو آخر زيارة ان شاء الله",positive,truthful
1410,[20-30),female,لوفت,,5,زرتهم ثلاث مرات جربت عندهم كذا حاجة من المنيو جلساتهم كويسه فيه ببارتشن وفيه بدون اكثر شيء عجبني بالمنيو تبعهم 1- تاكو 2- باستا بيضاء بالدجاج 3-الرزيتو بالمشروم 4-السلايدر برقر الدجاج يمي واللحم لذيذ واحبهم لانهم مايتأخرون بالطلب بالويكند يكونون مزحومين شوي باقي الايام لا,positive,truthful
1411,[20-30),female,كرتة,,5,زرته مرتين مره العصر للقهوة وكان فيه تأخير جداً بتحضير القهوه والحلا يحتاج تغيير او تطوير المره الثانيه زرته الصباح وقت الفطور الفطور كان جداً لذيذ ومميز وتجربه افضل من القهوة الفطور ايه اجي له مره ثانيه وثالثه واعطيه ٩/١٠,positive,truthful
1412,[20-30),female,برجر وستيك,,4,طلبت برجر كلاسيك من تو يو مع الاسف المطعم حاط الوجبة اجباري يعني اذا ابي برجر غصب اطلب وجبة طلبت كلاسيك لحم المفروض فيها جبن بس لازم ادفع ريال عشان احط فيها جبن المفروض بالاساس موجود فيها جبن وشوله القعاطه حتى الصوص حاطين شي بسيط ف ناشفه مره والبرجر صغييييره ماتشبع حتى مع البطاطس ماحبيت لكن خبزهم لذيييذ مره وبطاطسهم لذيذ لكن سعره مرتفع على حجمه 🤏🏻 ب٣٧ريال,positive,truthful
1413,[30-40),male,أركان الأفراح,,5,يستاهل العنوه الاكل والمطعم نظيف وأكلهم لذيذ صراحه,positive,truthful
1414,[30-40),male,مندي صالج,,5,طعم جيد يستاهل التجربة,positive,truthful
1415,[30-40),male,عالم البيتزا,,5,افضل شي جربته عنده صاروخ بالجبن بيتزا شاورما بيتزا اسبشل عربي يستاهل الزيارة,positive,truthful
1416,[30-40),male,شاورما انوس,,5,لايفوتكم شاورما الطيبين صامولي شاورما برجر طعم وسعر وجودة,positive,truthful
1417,[30-40),male,ريش,,5,من الذ المطاعم اللي جربته جربت كل الاصناف رهيبه جدًا بس الريش خلص قبل نطلبه جربته مرتين واتشوق للمره الثالثة وعندهم أيضًا ضيافة شاهي بعد الاكل. المطعم يستحق الزيارة. الاسعار ممتازة جدًا.,positive,truthful
1418,[30-40),male,تشويحة,,5,الطعم لذيذ والخدمة سريعة لايفوتكم فيه سلبية وحده بس وهي انه يسكر 12 ويحتاج تكييف,positive,truthful
1419,[20-30),male,شيفز برجر,,5,افضل مطعم برجر بالسعودية ,positive,truthful
1420,[20-30),male,Don rubens,,5,مطعم مختص بالاكلات المكسيكية ، تجربة جميلة جدًا ولا تفوّت ، يوجد لديهم اصناف كثيرة ، تعامل الموظفين جدًا جميل .. انصح بأكلة الناتشوز ,positive,truthful
1421,[20-30),female,mcdonalds,,4,الطلب سهل وسريع ,positive,truthful
1422,[20-30),female,ريش,,4,الاكل فريش ويجيك حار والكميه كثيره,positive,truthful
1423,[20-30),female,كنتاكي,,5,ممتاز جدا وانصح بالتجربه,positive,truthful
1424,[20-30),female,مطعم برقر,,5,لذيذة جدًا تجربة راح اكررها ❤️‍🔥,positive,truthful
1425,[20-30),male,مذاقي,,5,الوجبات اسعارهم كويسة ولذيذة,positive,truthful
1426,[20-30),male,كاما,,5,لذيذ جداً,positive,truthful
1427,[20-30),male,كوبي ,,5,من افضل مطاعم اللحم بالقصيم ,positive,truthful
1428,[20-30),female,الميار,,5,الاكل لذيذ جدا والخدمه رائعه والمكان جميل ,positive,truthful
1429,[20-30),female,الميار,,4,المطعم من ناحية الخدمة وسرعة تقديم الطلب ممتاز وسريع، والمكان راقي ومرتب وعائلي، بالنسبة للأكل لذيييذ جدًا، أعيد تجربتي ,positive,truthful
1430,[20-30),female,لافاش,,5,رائع بجميع المقاييس,positive,truthful
1431,[20-30),female,ثمانية وثمانين,,4,أسعار منافسة، جودة ممتازة. مشكلته التأخير في تحضير الطلبات,positive,truthful
1432,[30-40),female,ترخيم ,,5,افضل برجر لحم على الإطلاق، جوده عاليه وسعر مناسب انصح فيه وبشده,positive,truthful
1433,[40-50),male,فرن الضيعة,,5,ممتاز بالحيل,positive,truthful
1434,[40-50),male,لقمة تمام,,5,ممتاز وانصح به,positive,truthful
1435,[40-50),male,شاورما البلد,,5,يهبل,positive,truthful
1436,[40-50),male,مطاعم الأفراح,,5,ممتازين,positive,truthful
1437,[40-50),male,شواطئ الوطن سمك تنور,,5,ماعليهم,positive,truthful
1438,[40-50),male,أنوار اللؤلؤة,,5,ممتاز,positive,truthful
1439,[40-50),male,شيشكاب,,5,مممتاز  يهبل لا  يفوتكم,positive,truthful
1440,[40-50),male,مشويات علوش,,5,ممتاز وروعة,positive,truthful
1441,[40-50),male,مضابي بن عامر,,5,ممتاز  ماشالله,positive,truthful
1442,[40-50),male,المحار,,5,ممتاز  والله شغل  صح,positive,truthful
1443,[40-50),male,شرمبر,,5,اتهبل,positive,truthful
1444,[40-50),male,المشوي العنابي,,5,لذيذ مره,positive,truthful
1445,[40-50),male,البيك,,5,حلو  بس مشكلتهم لا يوجد مناديل ابد,positive,truthful
1446,[40-50),male,افنيو برجر,,5,جميل,positive,truthful
1447,[40-50),male,ابن البحار,,5,ممتاز مره,positive,truthful
1448,[40-50),male,عمو حمزة,,5,حلو,positive,truthful
1449,[40-50),male,شاورما كندي,,5,ممتاز,positive,truthful
1450,[40-50),male,مشويات النرجس,,5,حلو,positive,truthful
1451,[40-50),male,ركن الوليمة,,5,يهبل,positive,truthful
1452,[40-50),male,الصاج الذهبي,,5,ماعليه,positive,truthful
1453,[40-50),male,كشتة,,5,ممتاز بالحيل,positive,truthful
1454,[40-50),male,مندي ستيشن,,5,ممتاز,positive,truthful
1455,[40-50),male,مركز المندي,,4,ماعليه,positive,truthful
1456,[40-50),male,مطعم ريشة,,5,ممتاز وحلو,positive,truthful
1457,[40-50),male,الفنر الإماراتي,,5,ممتاز  بس غالي السفن ب١١ حرام,positive,truthful
1458,[40-50),male,تيم هورتنز,,5,ممتاز مره,positive,truthful
1459,[40-50),male,ملنزاني,,5,ممتاز  ويهبل,positive,truthful
1460,[40-50),male,اصالة البرج للفطائر الشامية,,5,ممتاز  لا تفوتكم صفيحه اللحم تاخذ العقل وسعر يجنن,positive,truthful
1461,[40-50),male,باب مشوي,,5,المحل ممتاز وشهادتنا فيه مجروحه كلش عندهم يهبل وخاصه كفته بالجبن,positive,truthful
1462,[40-50),male,مطعم فلفل أخضر للمأكولات الهندية ,,5,شباتي عندهم يهبل,positive,truthful
1463,[40-50),male,مطعم طوفرية,,5,ماشالله مثل اكل البيت يجنن,positive,truthful
1464,[40-50),male,ركن الدجاج,,4,ماعليه,positive,truthful
1465,[40-50),male,كوشينا,,5,ممتاز,positive,truthful
1466,[40-50),male,مطعم فتيلة,,5,ممتاز  لا يعلى  عليه,positive,truthful
1467,[40-50),male,سمكتي بحريات,,5,ماعليه,positive,truthful
1468,[40-50),male,دخنة,,5,حلو بس غالي,positive,truthful
1469,[40-50),male,لافرينا48,,5,ممتاز لا تفوتكم بيتنزا حقتهم وبالاخص الدجاج,positive,truthful
1470,[40-50),male,ميدار الرياض للأكلات البحرية الخليجية,,5,ممتاز وحلو,positive,truthful
1471,[40-50),male,مطعم اكلنا غير,,5,ممتاز يهبل وطريقته تحنن,positive,truthful
1472,[40-50),male,سيرد,,5,روعه مره للي يحبون الستيك شغلهم سنع,positive,truthful
1473,[40-50),male,ماضينا,,5,ماعليه بس فيه دسامه,positive,truthful
1474,[40-50),male,ماما نورة,,5,ممتاز,positive,truthful
1475,[40-50),male,مطعم ضحى,,5,ممتاز بما تعنيه الكلمه واكل نضيف بالحيل بالحيل,positive,truthful
1477,[40-50),male,مطعم مرحبا للمأكولات البحرية,,5,ممتاز  بالحيل وخاصه السمك  بالفرن,positive,truthful
1478,[40-50),male,كنوز البحار,,5,ممتاز  بالحيل  واكله صحي وطازج خالي من المواد الكيماويه اورقنك,positive,truthful
1479,[40-50),male,دومينوز بيتزا,,5,يجنن بس اسعارهم غاليه,positive,truthful
1480,[40-50),male,مطاعم السودة,,5,ممتاز للاكل السعودي وخاصه السليق,positive,truthful
1481,[40-50),male,مطاعم الدفواء,,4,وجبات المطعم من الافطار حتى العشاء فيها تنوع كبير جدا وتلقى معظم ما يخطر على بالك ، واسعار المطعم هي ضمن الاقل ومناسبه جداً لما يتم تقديمه ، خدمة التوصيل من اروع ما جربته في مطاعم الرياض سرعه والتزام ودقه ويوصل الاكل حار والدفع بالشبكه عند وصول الطلب، جلسات المطعم هادئه وكبيره والخدمه سريعه,positive,truthful
1482,[40-50),male,شاورما لاند | ShawermaLand‎,,4,دجاج الشاورما طعمه ممتاز ، انواع الوجبات متعددة فالشاورما تقدم بأكثر من طريقة ، ساندوتش وهمبرقر و بيتزا ، الاسعار معقوله ، عندهم اكثر من صوص ، الخدمة داخل الفرع ممتازه ، مكان الجلوس للطلبات المحلية صغير و ضيق ولا يناسب المجموعات ، سأكرر الزيارة اكثر من مره لتجربة الاصناف المتعدده للشاورما,positive,truthful
1483,[40-50),male,عالخفيف أند جريل,,4,اصناف متنوعه وطعم لذيذ والخضار متوفره مع اغلب الطلبات ، الاسعار مرتفعه,positive,truthful
1484,[40-50),male,قرصان القصيم,,5,اطيب قرصان ، هش مره مره واحجام مختلفه,positive,truthful
1485,[40-50),male,تكسي برجر,,4,سندوتشات دجاج لذيذه وهمبرقر مشوي ممتاز ولا توجد سلطات,positive,truthful
1486,[40-50),male,شركه مطاعم ومطابخ سحايب ديرتي المحدوده.,,4,تعامل العاملين مهذب جداً وبشوشين والسلطات متنوعة ورز البشاور ممتاز,positive,truthful
1487,[40-50),male,عنار,,4,فطائر لذيذه جداً والاسعار مرتفعه,positive,truthful
1488,[40-50),male,كودو,,4,فرع نظيف وخدمته جيده ، وجبة الرز حراقه,positive,truthful
1489,[40-50),male,ركن الكورنيش,,5,واحد من افضل مطاعم البروستد بالرياض ، دجاج نظيف ، ماهو غرقان بالزيت ، حمص لذيذ ، الاسعار معقوله جداً ، الخدمه سريعه حتى في اوقات الزحام ، مكان الاكل المحلي كبير و نظيف.,positive,truthful
1490,[40-50),male,شاورما بيكر,,4,شاورما بيكر خبزتها خفيفه والدجاج طري و صوص بيكر  طعمه لذيذ وفيه منه سبايسي ، اذا طلب سندوتشات وبطاطس بدون طلب وجبه تكون ارخص لك من انك تطلب وجبه,positive,truthful
1491,[40-50),male,فلافل ثمار,,5,نظافة وطعم مميز للفلافل وتشكيله متنوعه من الاطعمة,positive,truthful
1492,[40-50),male,توم توم,,4,الدجاج المشوي هو تخصص هذا المطعم وتوجد بعض الاطباق الجانبية والسلطة ، الاسعار جيده ونادراً ما تتغير,positive,truthful
1493,[40-50),male,مطعم الركن البخاري,,5,من اطيب مطاعم البخاري في مدينة الرياض ولم يتغير طبخه اكثر من عشر سنين ، اضافوا الحاشي والمضغوط,positive,truthful
1494,[40-50),male,كودو,,5,فرع نظيف جدا وطاقم العمل مهتم,positive,truthful
1495,[40-50),male,مطاعم ومطابخ النفود,,5,افطار وغداء وعشاء ، يعمل بعد صلاة الفجر  ، اكل ممتاز جدا ومكان نظيف وجميل,positive,truthful
1496,[20-30),female,Masgouf London,,5,اعجبني  اخذت من محاشي لذيذ لكن كانت قليلة اخذت موز جدا لذيذة والتقديم جميل اخذت ابريق شاهي عراقي كان لذيذ,positive,truthful
1497,[20-30),female,ماكدونالدز,,5,جميل بالمررة مطعم لتكية واتمنا لو يكون في خارج لغير المدخنين 👌🏻  طار لي مشكله مع انسة في الاستقبال لكن تم حل الموضع بلطف من قبل الادارة شاكره لهم👌🏻👌🏻👌🏻  لمى اجي للكويت لازم امره يجنن واوصيت فيه اصحابي الكويتيين 👌🏻,positive,truthful
1498,[20-30),female,دين اند ديلوكا,,5,مكانه رايق ع البحر وفطوره لذيذ اخذت فطور شرقي 👍🏻👍🏻,positive,truthful
1499,[20-30),female,بيت عمر Beit Omar,,5,لذيذ جدا واسعاره حلووووة  اخذت منه سيزر ١٠/١٠ صفائح ١٠/٨ كبة ١٠/٩ ٢ وكولا  كان طلبي سعر ببحر ال٨٠ بس نسيت كم بالضبط المكان مريح ويستاهل الزيارة وخدمتهم راقية,positive,truthful
1500,[20-30),female,ديب فرايز,,5,لذيذ وكميتة ممتاز اخذت بالشرم كمية الشرم راهية👌🏻👌🏻👌🏻 اكرر زيارتي له,positive,truthful
1501,[20-30),female,La posto لابوستو‏,,5,طلبت منه سفري بيتزا بستو ١٠/١٠ خياللل مرة سعرها ٤٧  رفيولي تشيز١٠/٦ متوسطة سعرها٣٥  تحتاج تحسين من الجبن المحشي والصوص الخارجي  البيتزا توصلك حاررة البيتزا عندهم خيالل لذيذة مرة اعتبره المطعم الوحيد الايطالي في بريدة اللذيذ اكرر زيارتي له كثير اذا حافظ ع هذي الجودة او تحسن للافضل  وان شاءالله لي زيارة ثانية مع الوالدة من عشاق الايطالي هي🫶🏻,positive,truthful
1502,[20-30),female,Not mention,,5,يجنن الاكل يقدم حار وطري والبطاطس حار  حرارة نار وع قد العلبة معبيها  ممتازة افضل من فروع بريدة بكلمي وكلام اللى اكل معاي,positive,truthful
1503,[20-30),female,الكباب الحلبي,,5,الاسعار مناسبه وجودة الاكل عالية انصح فيه الطلب عبارة ساندويش كباب ساندويش شيش طاؤوق * ماجربت الجلسات اخذت سفري,positive,truthful
1504,[20-30),male,بوفيه كنوز زاد للوجبات السريعة,,5,كل شي عنده رهيب 🤤 لكن اطلب قبل ما تجي، دائما عنده زحم …,positive,truthful
1505,[20-30),male,بوفية عصر النجوم,,4,الكبده ممتازه لكن قطعها كبيرة وافضل شي انه يسويها لا طلبت,positive,truthful
1506,[20-30),male,البيك,,5,نفس جودة الطعم بالفروع الثانية ونفس السرعة,positive,truthful
1507,[20-30),male,فلافل الرابية,,4,توفر خيارات متعددة للسلطة الحمص طعمه جيد وليس ممتاز الشطة الشامية حارة لكن فيها حموضة الشطة العادية,positive,truthful
1508,[20-30),male,مطعم البيك - العزيزية,,5,طعم رهيب وسعر رخيص .,positive,truthful
1509,[20-30),female,جيرافيتي برجر,,5,تنوّع رهيب بأصناف البرجر ومرة لذيذ.. خدمتهم سريعة ماشاءالله رغم الزحمة,positive,truthful
1510,[20-30),female,تشويحة,,4,"أحب اطلب منهم دايم "" شاورما دجاج + لغاويص "" وأهم شيء معاه رمان، الطعم لذيذ بس فيه مشكلة وحدة لاحظتها دايم أن الأكل مرة مااااااااالح ماشاءالله فـ ياليت يوزون الملح شوي 🤏🏼",positive,truthful
1511,[20-30),female,برجر سايت,,5,يا أفضل مطعم برجر بالخبر 🤍 مرة لذيذ وخدمة سريعة وتعامل الموظفين يُشكر عليه، الأكل كله ولا غلطة وكان طلبنا - كرسبي - برجر سايت - كرسبي تشكن سبايسي - شورت ريبس - ميني برجر دجاج - فرنش فرايز *recommended,positive,truthful
1512,[20-30),female,ياسومي رامن,,5,مطعم جميل جميل والأجمل خدمتهم، كل الطاقم بدون استثناء 👍🏼 وأول مرة ادخل مطعم الأكل يجيك نفس اللي بالصورة 😂 ومن ناحية الطعم طلبنا كان مثل ماهو واضح لكم بالفاتورة وجميع الأطباق لذيذة لكن الأفضل بالنسبة لي كاتسو دجاج مرة يمي أنصحكم فيه.. من ناحية الاسعار الصراحة غويلي لكن يستاهل ⭐️ Recommended,positive,truthful
1513,[20-30),female,مطعم اوه يامال الدمام,,5,مطعم رهيب جدًا ويناسب جميع الأذواق يستاهل خمس نجوم، خدمة ونظافة واستقبال وطاقم محترم وعدم تأخير والأكل لذيذ.. صراحة يستاهل العنوه وهذا كان طلبنا، كل الأطباق لذيذة 👍🏼,positive,truthful
1514,[20-30),female,كرته,,5,من أفضل مطاعم الفطور بالنسبة لي، منيو متنوع وطاقم متعاون ومحترم، يستحق الزيارة 👍🏼,positive,truthful
1515,[20-30),female,اوبلو,,5,الخدمة جدًا جميلة ومافيه تأخير والموظفين محترمين، وبالنسبة للأكل لذيذ وكان الطلب هوني ماسترد وبرجر اوبلو وتشكن فرايز و مرة يشبع ماشاءالله! والأسعار متوسطة، فـ يستحق التجربة 👍🏻,positive,truthful
1516,[20-30),female,باستاريسا,,5,للأمانة بالنسبة لي أشوفه أفضل مطعم ببريدة، جودة الاكل والجلسات والخدمة كل شيء متكامل طلبنا : - سلطة الكينوا - بيتزا لوريت - باستا اوفن - تشيلي فرايز كلهم مره لذيذات وأكثر شيء اعجبني السلطة والبيتزا 👍🏻,positive,truthful
1517,[20-30),female,مطعم مير,,5,من أسعار من طعم من خدمة عملاء جدًا جميل 👍🏻,positive,truthful
1518,[20-30),female,مطعم الكوفية,,5,المكان رايق، بس بعض المأكولات دسمة. الزيت اللي فيها ثقيل.,positive,truthful
1519,[20-30),female,البيت الايطالي,,4,نظيف وخدمة ممتازة وأكل لذيذ. فيه غرف بستائر والمنطقة واسعة. المهم حلو بحلاوة مع معي😜,positive,truthful
